index,output.relations_noOffset,aqs,aqs_initial
arrested--drunken driving,10605,0.165686933971,0.140845070423
graze wound-r-survived,10605,0.165812151833,0.142857142857
picks up-r-shot,10605,0.165814126299,0.142857142857
facing--relation,10605,0.166037750221,0.142857142857
arrest--avoid,10605,0.166130558047,0.142857142857
coming--heard,10605,0.166531923567,0.142857142857
on probation--prior dui,10605,0.166871931268,0.142857142857
commit-r-used,10605,0.166984611332,0.142857142857
injury-r-survived,10605,0.167283875762,0.142857142857
appeal--transferred,10605,0.167417269277,0.142857142857
appeal-r-death,10605,0.167635762796,0.214285714286
fired-r-killing,10605,0.167835732859,0.175824175824
confessed--protect,10605,0.168021512019,0.142857142857
assault-r-guilty,10605,0.16859489156,0.142857142857
returned--suspended,10605,0.168723645156,0.146464646465
entered-r-identified,10605,0.168733116534,0.142857142857
shooting-r-violations,10605,0.168901827642,0.142857142857
occurred-r-violence,10605,0.168991840216,0.142857142857
beef--trial,10605,0.16902407386,0.142857142857
arrests-r-marred,10605,0.169113770174,0.214285714286
admitted--killing,10605,0.169166035185,0.214285714286
called--coming,10605,0.169631440134,0.142857142857
rioted-r-turned,10605,0.170277367774,0.142857142857
assault-r-killing,10605,0.170358727961,0.142857142857
among-r-took place,10605,0.170578641721,0.142857142857
escorted-r-returned,10605,0.17074094331,0.122448979592
operation-r-patrolling,10605,0.170796977831,0.114583333333
escorting-r-noticed,10605,0.170930975839,0.142857142857
dead--injuries,10605,0.171120295255,0.142857142857
charged--remanded,10605,0.171193517334,0.142857142857
course--its,10605,0.171231131005,0.0952380952381
sectioned--suicide attempt,10605,0.171270915354,0.114285714286
piracy-r-under control,10605,0.171290946678,0.142857142857
march--turned,10605,0.17172023768,0.142857142857
held--plea,10605,0.172380416394,0.142857142857
death--slaying,10605,0.17245951724,0.142857142857
claims--kill,10605,0.172483823358,0.142857142857
consciousness-r-regained,10605,0.172551804991,0.142857142857
targeted--wounding,10605,0.17290275664,0.142857142857
dui-r-pulled over,10605,0.173178602372,0.114285714286
hearing--plea,10605,0.173430870873,0.128571428571
killed-r-trial,10605,0.173618310296,0.124
followed--searched,10605,0.173651890924,0.142857142857
chase-r-worked,10605,0.173988239399,0.113636363636
bashed-r-shot,10605,0.174005341956,0.142857142857
investigating--killed,10605,0.174099031244,0.171428571429
hostile-r-killed,10605,0.174154034505,0.142857142857
beaten-r-faces,10605,0.174295167443,0.214285714286
erupted--shot,10605,0.174616767293,0.142857142857
erupted--killed,10605,0.174667234334,0.142857142857
considered-r-suspicion,10605,0.17469288611,0.142857142857
stay--suspected,10605,0.175440108868,0.114285714286
job-r-returned,10605,0.175494978178,0.142857142857
captured--thwarted,10605,0.17550873806,0.142857142857
ordered--shootings,10605,0.17578635139,0.142857142857
accused-r-trial,10605,0.17608347167,0.131398252185
guilty--handed down,10605,0.176815649767,0.142857142857
remanded--risk,10605,0.176903147946,0.142857142857
fired-r-shots,10605,0.176975326706,0.142857142857
scheduled--testimony,10605,0.177017813221,0.142857142857
scheduled-r-testimony,10605,0.177017813221,0.142857142857
melee-r-pointing,10605,0.17717803365,0.142857142857
death-r-guilty,10605,0.177487807992,0.142857142857
leaving--wounded,10605,0.177913321003,0.142857142857
beaten--found,10605,0.178257298033,0.142857142857
guilty--murder,10605,0.178393978467,0.18275862069
action--patrol,10605,0.178414760844,0.238095238095
frustration-r-rampage,10605,0.178505504661,0.142857142857
killed-r-named,10605,0.178789751701,0.142857142857
march--searched,10605,0.179018595137,0.142857142857
kill--threatened,10605,0.179576843186,0.142857142857
shooting--took,10605,0.179779551006,0.142857142857
fatal shooting-r-trial,10605,0.17984317523,0.166666666667
shows-r-surrounded,10605,0.179895171656,0.142857142857
killed--scenes,10605,0.180212195503,0.142857142857
injuring--murder,10605,0.180234936959,0.142857142857
access-r-described,10605,0.180362085176,0.142857142857
chaos-r-shot,10605,0.180663328465,0.142857142857
chaos-r-dead,10605,0.180663328465,0.142857142857
crime-r-murder,10605,0.180663872242,0.142857142857
orders--walking,10605,0.180880630224,0.142857142857
hit-r-marred,10605,0.180957999605,0.142857142857
job--worked,10605,0.181226490182,0.142857142857
murdering--ordered,10605,0.181230499581,0.214285714286
fired-r-spree,10605,0.181674556417,0.142857142857
shooting-r-spree,10605,0.181674556417,0.142857142857
assault-r-murder,10605,0.181791975153,0.179093567251
arrested--found,10605,0.181845857736,0.185567010309
murder--returned,10605,0.181963488818,0.142857142857
assault--found,10605,0.181972556663,0.183673469388
protests-r-riots,10605,0.181977597472,0.142857142857
involved--protests,10605,0.181977597472,0.142857142857
bought-r-lost,10605,0.182216073682,0.142857142857
application--bail,10605,0.182242199785,0.142857142857
hurt--shooting,10605,0.182486135787,0.142857142857
murder--tried,10605,0.182684839732,0.142857142857
fleeing--walked,10605,0.182854287525,0.142857142857
fleeing-r-walked,10605,0.182854287525,0.142857142857
murder-r-suspicion,10605,0.182961013514,0.0952380952381
autopsy--showed,10605,0.183095530734,0.142857142857
circumstances--performing,10605,0.18349025661,0.214285714286
erupted-r-scrutiny,10605,0.184007537023,0.142857142857
investigation-r-trial,10605,0.184318759909,0.142857142857
on suspicion--time,10605,0.184448380039,0.166666666667
revealed--shot,10605,0.184501215431,0.142857142857
killing-r-suspected,10605,0.18462833867,0.0943396226415
enter--trial,10605,0.184648752959,0.142857142857
attack-r-intercepted,10605,0.184744854505,0.214285714286
crimes--upheld,10605,0.184839218471,0.142857142857
melee-r-tossing,10605,0.184952373723,0.142857142857
arrested-r-unnecessary,10605,0.185060340034,0.142857142857
facing-r-unnecessary,10605,0.185060340034,0.142857142857
arrested-r-attempt,10605,0.185119165692,0.142857142857
provisional--set,10605,0.185204624029,0.107142857143
cowering--shot,10605,0.185266192275,0.214285714286
arrested--claimed the life,10605,0.185271960241,0.142857142857
arrested--death,10605,0.185340888878,0.142857142857
gunfire-r-moment,10605,0.185375511456,0.142857142857
creating-r-tossing,10605,0.185602427216,0.142857142857
march--throwing,10605,0.186043863557,0.142857142857
murder-r-wounded,10605,0.186058045695,0.214285714286
appear--danger,10605,0.186133644662,0.142857142857
protests-r-scrutiny,10605,0.186399172922,0.142857142857
allowed-r-tragedy,10605,0.186446307686,0.142857142857
death--smashed,10605,0.1872303171,0.142857142857
severe--suffered,10605,0.187298722986,0.142857142857
aiming-r-hit,10605,0.187426027805,0.142857142857
released--taken,10605,0.18745201263,0.1
called to--dead,10605,0.187535598538,0.142857142857
leaving--returned,10605,0.187848029141,0.142857142857
drunken driving-r-suspicion,10605,0.188109681677,0.142857142857
put--ruling,10605,0.188607443464,0.142857142857
seen--staggering,10605,0.188680428539,0.142857142857
death--second - degree murder,10605,0.188849290789,0.142857142857
shot--shown,10605,0.188921016901,0.142857142857
attack-r-shown,10605,0.188921016901,0.142857142857
killed-r-slain,10605,0.18906524118,0.142857142857
picking up-r-watched,10605,0.189134238439,0.142857142857
gunned down-r-watched,10605,0.189134238439,0.142857142857
another--arrests,10605,0.189181744105,0.142857142857
turned--ugly,10605,0.189241931502,0.214285714286
murder--slaying,10605,0.189368317671,0.166666666667
broke away-r-killed,10605,0.189776780436,0.214285714286
murder-r-take care of,10605,0.189975162548,0.142857142857
admitted-r-killing,10605,0.190122936586,0.142857142857
admitted-r-wounding,10605,0.190122936586,0.142857142857
parole-r-slaying,10605,0.190241944166,0.214285714286
heard-r-hearing,10605,0.190254985248,0.140625
drawing--splintered off,10605,0.190367713443,0.142857142857
shot--tried,10605,0.190423694726,0.142857142857
arrested--drunk driving,10605,0.190653582243,0.218537414966
killed--picked up,10605,0.190819751188,0.142857142857
captures-r-shootout,10605,0.190819751188,0.142857142857
killed-r-released,10605,0.190819751188,0.142857142857
approached--shot,10605,0.190851759996,0.142857142857
executed--wounded,10605,0.190853875037,0.25
control-r-vigil,10605,0.19103021919,0.166666666667
accused-r-shootings,10605,0.19105595878,0.142857142857
died-r-used,10605,0.191169607385,0.214285714286
described-r-hearing,10605,0.191365602268,0.142857142857
died--revealed,10605,0.191371458237,0.214285714286
arrival-r-shooting,10605,0.191397169441,0.214285714286
drunken driving-r-on suspicion,10605,0.191631395391,0.171052631579
dui--latest,10605,0.191787414832,0.214285714286
accused--verdict,10605,0.191882246859,0.142857142857
confessed--killing,10605,0.192086650173,0.142857142857
died--shielded,10605,0.192086650173,0.142857142857
devolved--riot,10605,0.192109772974,0.142857142857
its-r-legal process,10605,0.192212312208,0.136363636364
hear-r-released,10605,0.192434205182,0.0967741935484
provisional-r-trial,10605,0.192994027894,0.107142857143
dui-r-previous dui arrest,10605,0.193139164288,0.142857142857
picks up-r-shown,10605,0.19320990496,0.142857142857
charges--filing,10605,0.193224695938,0.142857142857
dead-r-taken place,10605,0.193399622841,0.142857142857
confessed--mean,10605,0.193443633695,0.142857142857
death--played,10605,0.193618806972,0.142857142857
investigation--pulled over,10605,0.19381144339,0.142857142857
guilty-r-that,10605,0.193879815737,0.142857142857
on bail--took,10605,0.193897266784,0.142857142857
harming-r-kept,10605,0.193920966474,0.142857142857
accused-r-ordered,10605,0.193962872369,0.142857142857
driving-r-facing,10605,0.194034661757,0.142857142857
testified--trial,10605,0.194274749625,0.214285714286
threatened--trial,10605,0.194366802853,0.117647058824
showing-r-under,10605,0.194394181452,0.142857142857
murdering-r-trial,10605,0.19442280937,0.166666666667
receive-r-sports,10605,0.194513370449,0.114285714286
murder--performing,10605,0.194662585268,0.168674698795
grips-r-pushes,10605,0.194688325387,0.142857142857
clashes--pitching,10605,0.194792320218,0.142857142857
operation-r-patrol,10605,0.194827475752,0.167597765363
bail-r-entered,10605,0.195061968519,0.12
hearing--put,10605,0.195214558578,0.142857142857
guilty--murdering,10605,0.195231561535,0.142857142857
appear--charged,10605,0.195366072424,0.142857142857
occurred--report,10605,0.195448906003,0.214285714286
double murder-r-suspected,10605,0.195537394193,0.142857142857
protest--turned,10605,0.195655807168,0.178947368421
accused--set,10605,0.195734709322,0.115942028986
case management--plea,10605,0.19593723512,0.142857142857
joined in-r-vigil,10605,0.196120255338,0.214285714286
feuding-r-returned,10605,0.196243867916,0.171428571429
hear-r-issued,10605,0.19625266346,0.142857142857
identified--opened fire,10605,0.19648583949,0.142857142857
showed--trial,10605,0.196537404335,0.107142857143
died--protect,10605,0.196549664196,0.214285714286
chase-r-wounded,10605,0.196688637361,0.142857142857
sectioned--tragedy,10605,0.196709060924,0.142857142857
charged--murders,10605,0.196878471159,0.23417721519
arrested--loss,10605,0.196920229963,0.103092783505
killed--murder,10605,0.197124041133,0.142857142857
frustration-r-mounting,10605,0.197345463305,0.142857142857
dead-r-questioned,10605,0.197369591458,0.142857142857
accused-r-verdict,10605,0.197373592159,0.214285714286
dying--ran,10605,0.198053013885,0.142857142857
suffering--unnecessary,10605,0.19823078294,0.142857142857
caught up in--shown,10605,0.198638405201,0.142857142857
died--gunfire,10605,0.198887407266,0.214285714286
convicted-r-determined,10605,0.198951123977,0.142857142857
convicted-r-wounded,10605,0.198953676397,0.142857142857
culminated--rampage,10605,0.199051227035,0.214285714286
hearing--ruling,10605,0.199132431999,0.142857142857
after-r-distressed state,10605,0.199387590319,0.142857142857
death--laughed,10605,0.199403326229,0.142857142857
killed--released,10605,0.199636258928,0.142857142857
suspended--worked,10605,0.19980167729,0.142857142857
slit-r-tragedy,10605,0.199811591129,0.142857142857
follow - up-r-shooting,10605,0.200071569293,0.214285714286
job-r-leading,10605,0.200160836136,0.142857142857
action--operation,10605,0.200173901614,0.285714285714
frustration--worked,10605,0.200244730045,0.214285714286
charged--discovered,10605,0.200304238411,0.2
scared--take the stand,10605,0.200510690715,0.142857142857
job--killing,10605,0.200801372237,0.147651006711
claimed the life--shooting,10605,0.200853072732,0.214285714286
fell-r-watched,10605,0.201182928729,0.142857142857
dui-r-loss,10605,0.201231832269,0.103092783505
fueled-r-killed,10605,0.201249317684,0.142857142857
shooting-r-spiritual,10605,0.201261469485,0.142857142857
stature--take,10605,0.201290832247,0.111111111111
gunfire-r-involving,10605,0.201360262762,0.285714285714
murder-r-slaying,10605,0.201374242465,0.183673469388
killed--shot,10605,0.201498323013,0.191588785047
barricaded--went down,10605,0.201621493092,0.214285714286
opened fire-r-shift,10605,0.201641361585,0.142857142857
shift--sought out,10605,0.201641361585,0.142857142857
announced--found,10605,0.201697796787,0.142857142857
didnt-r-due,10605,0.201848730181,0.142857142857
appear--due,10605,0.201848730181,0.142857142857
faces--sentenced,10605,0.201892451817,0.171428571429
return--seeking,10605,0.202417906726,0.114285714286
animal cruelty--found,10605,0.20257033757,0.214285714286
double murder-r-set,10605,0.202713185705,0.18
memorial-r-pointing,10605,0.202810727658,0.142857142857
convicted--shooting,10605,0.203165370567,0.232142857143
called to-r-injuries,10605,0.203367513379,0.142857142857
pulls up to--seen,10605,0.203367513379,0.142857142857
returned--shots,10605,0.203388781772,0.214285714286
investigation-r-made,10605,0.203671315493,0.114285714286
after--drawn,10605,0.203870305507,0.142857142857
awaiting--disposition,10605,0.204165265153,0.142857142857
confessed--harm,10605,0.204315008916,0.142857142857
called--occurred,10605,0.205091992534,0.214285714286
did not do so--risk,10605,0.205112317951,0.142857142857
monitor--run,10605,0.205303520442,0.152317880795
charged-r-identification,10605,0.205523355003,0.142857142857
arrested--released,10605,0.205836822549,0.107142857143
foiled-r-transiting,10605,0.205997022414,0.183673469388
affect-r-receive,10605,0.206020617525,0.121212121212
injuring--killing,10605,0.206142739694,0.171428571429
lashing out--riot,10605,0.206206501325,0.142857142857
clashed-r-melee,10605,0.206341429799,0.142857142857
named--revealed,10605,0.206462402679,0.214285714286
apprehending--thwarted,10605,0.206835983879,0.183673469388
described-r-waved,10605,0.207081152894,0.142857142857
ran--shot,10605,0.207386607248,0.214285714286
relation-r-suffering,10605,0.20744757619,0.142857142857
death--relation,10605,0.20744757619,0.142857142857
murder-r-spiritual,10605,0.207469183639,0.142857142857
shot-r-walking,10605,0.207571794022,0.142857142857
gunning down--suspended,10605,0.207690531143,0.142857142857
fired--made way,10605,0.207694749438,0.142857142857
shooting--worked,10605,0.207736175098,0.214285714286
harm--harm,10605,0.207924689483,0.214285714286
gave--orders,10605,0.207937037052,0.142857142857
