index,output.relations_lemma,aqs,aqs_initial
buy--return,10605,0.431529872738,0.285714285714
break away--struggle,10605,0.432237881543,0.350649350649
kill-r-stay,10605,0.433354800313,0.373456790123
loss-r-prior,10605,0.433540344329,0.285714285714
attack--shot,10605,0.433581276389,0.324675324675
accuse--kill,10605,0.433714624246,0.385666666667
buy--open fire,10605,0.433725607038,0.428571428571
arrest--suffer,10605,0.434212058505,0.428571428571
release-r-wish,10605,0.434869091597,0.357142857143
appeal--await,10605,0.435117582064,0.324675324675
deploy--thwart,10605,0.435120875892,0.374485596708
drive--stop,10605,0.435229999625,0.357142857143
hold--murder,10605,0.435458475322,0.357142857143
action-r-intercept,10605,0.435966640654,0.285714285714
kill--murder,10605,0.436061933422,0.327472527473
appear-r-risk,10605,0.436234995611,0.469387755102
fire--shooting,10605,0.436552839057,0.366533864542
spark--strike,10605,0.437145556493,0.357142857143
march--violence,10605,0.437384579628,0.357142857143
keep-r-plead,10605,0.437394296733,0.285714285714
circumstance-r-murder,10605,0.43743511441,0.347222222222
disappointing-r-statement,10605,0.437567937682,0.428571428571
fatally shoot--pick up,10605,0.437759314885,0.428571428571
arrest--work,10605,0.437783700928,0.428571428571
take the stand-r-trial,10605,0.438001670007,0.357142857143
charge-r-gun down,10605,0.438261960099,0.357142857143
identification-r-take place,10605,0.438347506226,0.357142857143
catch up in-r-shot,10605,0.438364397946,0.357142857143
ask--complete,10605,0.43874727911,0.285714285714
gun down--murder,10605,0.439218773978,0.285714285714
action--intercept,10605,0.440463027718,0.357142857143
murder-r-plague,10605,0.440479919747,0.357142857143
incident--suspend,10605,0.441736136065,0.428571428571
attack--capture,10605,0.442062124399,0.362745098039
book-r-pend,10605,0.44224711383,0.357142857143
q & a-r-shooting,10605,0.442436171372,0.428571428571
hope-r-look,10605,0.442833373984,0.285714285714
kill-r-richochet,10605,0.442926124938,0.357142857143
burglary--shot,10605,0.443271874126,0.5
after-r-pull over,10605,0.443414064976,0.375
drive-r-on probation,10605,0.443926679415,0.357142857143
fatal shooting--play,10605,0.444093421496,0.357142857143
chaotic-r-riot,10605,0.444102982903,0.285714285714
fire--spree,10605,0.44436790237,0.357142857143
murder-r-protect,10605,0.444463934515,0.357142857143
sound-r-war zone,10605,0.444580938216,0.357142857143
strike--trial,10605,0.444708906707,0.357142857143
leave-r-suspend,10605,0.444738251855,0.428571428571
gunfire-r-stagger,10605,0.445097859534,0.428571428571
kill-r-slaying,10605,0.445214732589,0.428571428571
injury--survive,10605,0.44548337997,0.357142857143
attack--kill,10605,0.445616598422,0.348214285714
death-r-kill,10605,0.445656945834,0.357142857143
shot-r-spiritual,10605,0.445976439297,0.357142857143
recommendation--uphold,10605,0.446018269825,0.428571428571
fire-r-murder,10605,0.446096897378,0.357142857143
convict-r-second - degree murder,10605,0.446344047815,0.285714285714
capture-r-death,10605,0.447254382874,0.428571428571
appear--risk,10605,0.44729757576,0.350649350649
arrest--take place,10605,0.447361059313,0.357142857143
face-r-second - degree murder,10605,0.447382892916,0.357142857143
escort--notice,10605,0.44752807432,0.357142857143
knock--shot,10605,0.447765461866,0.34693877551
hear--rule,10605,0.447847608624,0.357142857143
charge--double - murder,10605,0.447886872613,0.357142857143
arrest-r-piracy,10605,0.447961805953,0.357142857143
dote on-r-obsess,10605,0.448020175156,0.285714285714
arrest--loss,10605,0.448125084409,0.429166666667
face-r-prior dui,10605,0.44819798019,0.285714285714
escort--hearing,10605,0.448311693783,0.5
accuse-r-shot,10605,0.448472558385,0.428571428571
dead-r-injure,10605,0.4487188131,0.428571428571
press up--safety,10605,0.449296640576,0.357142857143
chase-r-fire,10605,0.449322047479,0.414285714286
face-r-on probation,10605,0.449455304664,0.285714285714
admit--statement,10605,0.449646810525,0.357142857143
conduct--mar,10605,0.449782639007,0.285714285714
submit-r-take,10605,0.449999495254,0.428571428571
fear-r-harm,10605,0.450415505608,0.369047619048
death-r-suffer,10605,0.450431919019,0.369047619048
attempt-r-piracy,10605,0.450482292868,0.31455399061
hide-r-shot,10605,0.450827377676,0.342857142857
give-r-know,10605,0.451548119973,0.448484848485
speak--surprised,10605,0.451999197603,0.357142857143
guilty-r-second - degree murder,10605,0.452250669039,0.357142857143
pencil in-r-plea,10605,0.452253787574,0.285714285714
investigation--loss,10605,0.452261618971,0.372928176796
charge--misdemeanor,10605,0.452365054192,0.285714285714
instruct--on trial,10605,0.453611721176,0.357142857143
assault--intent,10605,0.453680439838,0.412698412698
beg--stay,10605,0.454502726767,0.285714285714
shooting--take,10605,0.45467696921,0.342857142857
leave--suspend,10605,0.455115978433,0.428571428571
against--misdemeanor,10605,0.455422413392,0.428571428571
charge-r-on probation,10605,0.455541624686,0.285714285714
enraged-r-shooting,10605,0.455562951873,0.428571428571
fire--kill,10605,0.455824698165,0.4125
convict-r-shot,10605,0.456160921974,0.357142857143
turn--violent,10605,0.45633931627,0.428571428571
apprehend-r-murder,10605,0.457095776107,0.357142857143
conference-r-shooting,10605,0.457111935405,0.285714285714
find-r-injury,10605,0.457864796106,0.402597402597
accuse--shooting,10605,0.458664296539,0.411184210526
shot-r-stagger,10605,0.458992086966,0.428571428571
charge-r-drive,10605,0.459444953794,0.357142857143
announce-r-find,10605,0.460129388097,0.357142857143
arrest-r-claim the life,10605,0.460836556118,0.357142857143
double murder--stay,10605,0.461310179399,0.357142857143
kill--lock up,10605,0.461668787608,0.353333333333
pick up-r-shield,10605,0.461914757157,0.357142857143
pass-r-purpose,10605,0.46244156751,0.285714285714
take the stand-r-threaten,10605,0.462785438926,0.357142857143
charge-r-consider,10605,0.463930928749,0.480519480519
give-r-order,10605,0.464983394255,0.357142857143
job--lead,10605,0.465257017245,0.428571428571
shooting-r-suspend,10605,0.466110291594,0.369047619048
pass-r-walk,10605,0.466866662704,0.395604395604
anger--thrashing,10605,0.466896976254,0.428571428571
describe--escort,10605,0.46725692839,0.5
attempt-r-consider,10605,0.467463998943,0.428571428571
consider-r-misdemeanor drunken - drive,10605,0.467498549927,0.357142857143
rescue-r-thwart,10605,0.4680749769,0.428571428571
face-r-suffer,10605,0.46820539808,0.357142857143
harm--murder,10605,0.46878521413,0.357142857143
commotion--press up,10605,0.46887005569,0.357142857143
file-r-misdemeanor,10605,0.470145717932,0.285714285714
harm--stay,10605,0.470186269098,0.357142857143
die-r-gunfire,10605,0.470295034447,0.357142857143
book into-r-drunken driving,10605,0.471014204391,0.5
charge--face,10605,0.471266734155,0.425219941349
affect-r-in sport,10605,0.471291727107,0.357142857143
riot--throw,10605,0.47157047601,0.357142857143
charge-r-gunplay,10605,0.47158166452,0.357142857143
capture--gun down,10605,0.472982805592,0.428571428571
hear--provisional,10605,0.473009888831,0.414285714286
kill--suspend,10605,0.473165230833,0.419282511211
gun down-r-return,10605,0.473403835493,0.285714285714
attack--nab,10605,0.473416778783,0.5
call-r-seek,10605,0.473611802936,0.369047619048
crime-r-shot,10605,0.473828124481,0.285714285714
drunk driving--pull over,10605,0.473900376598,0.285714285714
seriously-r-stature,10605,0.475349173294,0.324528301887
guilty-r-verdict,10605,0.475883769841,0.473684210526
deal with-r-receive,10605,0.476408340222,0.428870292887
kill-r-pointed,10605,0.476707785714,0.382470119522
make public-r-trial,10605,0.476809498215,0.357142857143
drunken driving--speeding,10605,0.477221643362,0.357142857143
administer-r-release,10605,0.477736374195,0.428571428571
fall-r-moment,10605,0.479571241121,0.428571428571
catch up in--shot,10605,0.479663987434,0.357142857143
fear-r-mental health problem,10605,0.4797158336,0.357142857143
arrest--draw,10605,0.480939097054,0.444444444444
clash--melee,10605,0.481074237811,0.428571428571
approach--roll up,10605,0.481208273217,0.428571428571
shield-r-shot,10605,0.4813774728,0.428571428571
charge-r-prior dui,10605,0.481435166124,0.357142857143
chase--work,10605,0.482666223588,0.469298245614
attempt--consider,10605,0.483083528366,0.357142857143
left--shot,10605,0.483105101816,0.5
hurt-r-shooting,10605,0.48344354778,0.438775510204
beg-r-stay,10605,0.484018834562,0.357142857143
chase-r-kill,10605,0.484196558462,0.386617100372
custody--investigate,10605,0.48420707403,0.285714285714
disposition-r-on suspicion,10605,0.484244455759,0.428571428571
face-r-trial,10605,0.484654804286,0.5
decline--request,10605,0.484873904316,0.428571428571
arrest--charge,10605,0.484887232026,0.417582417582
testimony--threaten,10605,0.48613873223,0.394144144144
guilty-r-possession,10605,0.486168248349,0.428571428571
arrest--on bond,10605,0.486672213546,0.428571428571
guilty-r-injury,10605,0.487035805766,0.357142857143
drunk driving--on suspicion,10605,0.487825325869,0.418530351438
hear--set,10605,0.487880678648,0.404761904762
return--wound,10605,0.488093713984,0.327800829876
charge--on probation,10605,0.488182577864,0.428571428571
innocence--prove,10605,0.48837771455,0.357142857143
chase--shooting,10605,0.488449513763,0.428571428571
death-r-let off,10605,0.488797883134,0.285714285714
pleased-r-statement,10605,0.488919595525,0.357142857143
disappointing-r-hear,10605,0.48923011737,0.335144927536
charge-r-dead,10605,0.489296946739,0.413716814159
murder--suspicion,10605,0.489884490442,0.363636363636
gun down--wound,10605,0.490260376474,0.428571428571
legal process-r-situation,10605,0.490451545199,0.36581920904
on suspicion--release,10605,0.490950773398,0.428571428571
dui arrest-r-loss,10605,0.490950773398,0.428571428571
riot-r-snowball,10605,0.491118200214,0.428571428571
assault in the first degree--convict,10605,0.491168153994,0.357142857143
mental health problem--plead,10605,0.492090767949,0.357142857143
release-r-show,10605,0.493097385075,0.514285714286
leave-r-return,10605,0.493541414788,0.5
deliberate-r-verdict,10605,0.493923641276,0.428571428571
open fire-r-suspend,10605,0.493927961739,0.357142857143
die-r-try,10605,0.493940272872,0.375
complete-r-hearing,10605,0.494890887137,0.485714285714
enraged--pour,10605,0.496872812282,0.428571428571
previous dui arrest-r-pull over,10605,0.497331063758,0.428571428571
anger--hurl,10605,0.497392264485,0.428571428571
call--further comment,10605,0.497845824993,0.428571428571
graze wound--survive,10605,0.498324547869,0.357142857143
go-r-west,10605,0.499335295724,0.5
how fast--know,10605,0.499335295724,0.5
happen-r-shooting,10605,0.499662850824,0.466666666667
follow-r-march,10605,0.499809219529,0.428571428571
enter--pencil in,10605,0.500051543523,0.428571428571
dui--suspicion,10605,0.500630868263,0.397790055249
give-r-reveal,10605,0.501099238787,0.5
pass--walk,10605,0.501345606972,0.461538461538
arrest--reveal,10605,0.502553645776,0.357142857143
approach-r-roll up,10605,0.502629927347,0.428571428571
death-r-second - degree murder,10605,0.502900917062,0.428571428571
die-r-uphold,10605,0.50382011382,0.357142857143
drunken driving--suspicion,10605,0.504158157175,0.357142857143
open fire--reversal,10605,0.504743232408,0.5
harm-r-stay,10605,0.505249307632,0.357142857143
death-r-murder,10605,0.505598798854,0.431818181818
confession-r-statement,10605,0.505721474517,0.428571428571
fire--murder,10605,0.508179999438,0.428571428571
pick up-r-show,10605,0.508192565621,0.463636363636
kill-r-spray,10605,0.508454110771,0.417582417582
course-r-legal process,10605,0.509005460315,0.415667466027
drive-r-stop,10605,0.509036843448,0.5
happen--job,10605,0.509764022348,0.5
charge-r-fatal shooting,10605,0.509817842656,0.428571428571
open fire-r-pointed,10605,0.510192474953,0.357142857143
release--show,10605,0.510214345794,0.350649350649
accuse-r-murder,10605,0.510830732007,0.429357798165
bail--release,10605,0.511274152783,0.357142857143
death--trial,10605,0.511317215433,0.394444444444
allegation-r-dui,10605,0.511604959594,0.428571428571
release-r-shooting trial,10605,0.511808381049,0.357142857143
return-r-suspend,10605,0.513597176579,0.469527363184
dui--face,10605,0.513802920788,0.468571428571
hold--kill,10605,0.515188323695,0.571428571429
accuse-r-indiscriminately,10605,0.515546564314,0.357142857143
fear-r-stay,10605,0.515579487459,0.357142857143
point--shot,10605,0.515886166385,0.428571428571
happen--shooting,10605,0.516140922282,0.466666666667
double murder--suicide attempt,10605,0.516229732894,0.5
order--shot,10605,0.516599404584,0.428571428571
murder--plague,10605,0.517549979482,0.428571428571
arrest-r-chase,10605,0.517900564946,0.474193548387
target--trial,10605,0.518235402158,0.428571428571
protect--try,10605,0.518571378981,0.428571428571
accuse-r-wound,10605,0.519028687092,0.430769230769
mean--order,10605,0.519254594777,0.5
book-r-take,10605,0.519846959786,0.369047619048
fall--surround,10605,0.519881368604,0.357142857143
catch up in-r-pick up,10605,0.519975217008,0.428571428571
death--suffer,10605,0.520253302459,0.402597402597
anger--bash,10605,0.52027983162,0.5
ambush--slaying,10605,0.520812513718,0.428571428571
innocence-r-prove,10605,0.520842622387,0.5
beg-r-double murder,10605,0.521078298335,0.428571428571
riot--war zone,10605,0.521751120516,0.428571428571
chaotic-r-protest,10605,0.521849497176,0.357142857143
anger--smash,10605,0.52237568227,0.428571428571
assault--guilty,10605,0.522831185959,0.35761589404
crossfire--injure,10605,0.523647372597,0.428571428571
against-r-charge,10605,0.524438899015,0.428571428571
dead-r-murder,10605,0.524617204836,0.427480916031
dui--on suspicion,10605,0.525781000212,0.412698412698
shooting--shot,10605,0.526044629957,0.439153439153
kill--take into custody,10605,0.526111496153,0.428571428571
slay--vigil,10605,0.52702520079,0.357142857143
shot-r-suspend,10605,0.527068213261,0.444444444444
face - off--pin down,10605,0.527199994556,0.428571428571
drunken driving--on suspicion,10605,0.52753835198,0.450261780105
death-r-ruling,10605,0.528091034974,0.428571428571
guilty-r-slaying,10605,0.528943010063,0.395604395604
find-r-murder,10605,0.529061973961,0.405517241379
charge-r-shooting,10605,0.529793555676,0.447504302926
accuse of--firing at,10605,0.53095118542,0.571428571429
knock-r-look,10605,0.531059941914,0.285714285714
claim the life-r-shooting,10605,0.531151431323,0.428571428571
convict--order,10605,0.531551288644,0.428571428571
slaying-r-target,10605,0.532443483396,0.428571428571
execute-r-find,10605,0.532850513959,0.438775510204
burglary--charge,10605,0.533517180152,0.428571428571
deal with--in sport,10605,0.533593176446,0.5
assault-r-intent,10605,0.534155569093,0.436046511628
previous dui arrest--pull over,10605,0.534254567585,0.428571428571
murder-r-violence,10605,0.534653408206,0.5
pick up--show,10605,0.534953290187,0.486754966887
kill--lead,10605,0.535644728936,0.504504504505
plague-r-violence,10605,0.536012707047,0.410505836576
protest-r-violation,10605,0.536123734422,0.428571428571
attack--dead,10605,0.537642477802,0.428571428571
die-r-protect,10605,0.537800196467,0.428571428571
ambush--case,10605,0.539700956419,0.428571428571
arrest-r-thwarts,10605,0.540581584149,0.357142857143
fear--keep,10605,0.541990869453,0.428571428571
confiscate-r-foiled,10605,0.542204669776,0.428571428571
death-r-shooting,10605,0.543081197413,0.438775510204
accuse-r-kill,10605,0.543148373355,0.448310640444
decline-r-request,10605,0.545099421292,0.5
drive--face,10605,0.545457564636,0.357142857143
confession-r-investigation,10605,0.545873339641,0.428571428571
strike-r-target,10605,0.547111965677,0.428571428571
call--seek,10605,0.54711880742,0.466666666667
job--wound,10605,0.547240446125,0.571428571429
give--know,10605,0.548200420335,0.475388601036
intercept--nab,10605,0.548461618864,0.428571428571
collapse-r-grip,10605,0.548985385885,0.584415584416
hearing--laugh,10605,0.549235781482,0.428571428571
look--shot,10605,0.549507770118,0.349206349206
protest-r-treatment,10605,0.549537605821,0.428571428571
lawsuit-r-violation,10605,0.550158287381,0.571428571429
confess-r-murder,10605,0.551124726345,0.404761904762
furious--struggle,10605,0.551412645237,0.428571428571
spray--wound,10605,0.551508453462,0.428571428571
injure-r-suspend,10605,0.552049870916,0.428571428571
animal cruelty--arrest,10605,0.552775123503,0.285714285714
beg--kill,10605,0.55283685193,0.428571428571
dui--investigation,10605,0.552978440163,0.429521276596
aim--dispute,10605,0.553253240002,0.5
enraged-r-shot,10605,0.553542898797,0.428571428571
accuse-r-firing,10605,0.55478714914,0.428571428571
kill--march,10605,0.555582865576,0.5
left-r-shot,10605,0.555754194265,0.480519480519
absence-r-remand,10605,0.555814387572,0.428571428571
fatally strike--fall,10605,0.556393531263,0.428571428571
laugh-r-ruling,10605,0.556561403031,0.428571428571
call--return,10605,0.55785368897,0.556737588652
cold blood--gun down,10605,0.558174520068,0.571428571429
chaos--war zone,10605,0.558576972439,0.5
order--transfer,10605,0.561690188088,0.357142857143
arrest-r-relation,10605,0.561723552378,0.428571428571
foil--nab,10605,0.561853959096,0.428571428571
charge-r-find,10605,0.562096616195,0.405339805825
injure-r-target,10605,0.562348442388,0.428571428571
injure-r-shooting,10605,0.562455836599,0.515527950311
confession--pleased,10605,0.563256441611,0.428571428571
crossfire-r-target,10605,0.563366452362,0.428571428571
arrest-r-conduct,10605,0.563761154547,0.5
ambush--death,10605,0.563948521481,0.357142857143
dead-r-identification,10605,0.564052002007,0.571428571429
trial-r-wound,10605,0.564246209334,0.428571428571
anger-r-death,10605,0.565058207563,0.5
arrest-r-death,10605,0.56758516791,0.428571428571
harm-r-protect,10605,0.568774580764,0.5
investigation-r-previous dui arrest,10605,0.569659418514,0.428571428571
catch up in--shield,10605,0.570275704792,0.428571428571
protest--thrashing,10605,0.570955437328,0.428571428571
out of the way-r-push,10605,0.571871989173,0.5
shooting-r-spark,10605,0.571996047758,0.571428571429
let off--murder,10605,0.572028420406,0.428571428571
apprehend-r-attack,10605,0.572044246046,0.414285714286
attack-r-pirate,10605,0.57286190946,0.357142857143
attempt--foiled,10605,0.573477172409,0.413194444444
arrest-r-suffer,10605,0.574102219972,0.428571428571
attack-r-give,10605,0.574317932911,0.571428571429
happen-r-job,10605,0.574463874087,0.5
intend--shoot,10605,0.574731155069,0.5
testimony-r-trial,10605,0.574923558202,0.469230769231
disappointing-r-issue,10605,0.576231449847,0.571428571429
attack--catch up in,10605,0.576360087403,0.5
animal cruelty--dead,10605,0.577995031694,0.485714285714
fear--lock up,10605,0.57926629353,0.428571428571
arrest-r-pull over,10605,0.579413559723,0.449438202247
foiled-r-intercept,10605,0.580403263538,0.428571428571
double murder--lock up,10605,0.582113550696,0.428571428571
operation--thwart,10605,0.582687774291,0.474226804124
search-r-see,10605,0.584228703831,0.5
hear-r-scream,10605,0.584923875626,0.5
attack-r-fire,10605,0.585261833846,0.428571428571
fear--stay,10605,0.585609634669,0.428571428571
first - degree assault--guilty,10605,0.58606027971,0.5
do not do so-r-risk,10605,0.586183907945,0.5
lie--murder,10605,0.586261804298,0.546568627451
death--untimely,10605,0.587828288872,0.5
kill--suspect,10605,0.588881379676,0.411290322581
chase-r-shooting,10605,0.589791487844,0.490196078431
book--release,10605,0.589933490561,0.53869047619
feud--wound,10605,0.590096297876,0.461538461538
cold blood-r-gun down,10605,0.590834611845,0.5
dead--find,10605,0.592465749909,0.51058259587
legal process--run,10605,0.593049122218,0.44476744186
shield-r-try,10605,0.593824685794,0.466666666667
murder-r-rampage,10605,0.593917839759,0.514150943396
shot--vigil,10605,0.595276094616,0.500988142292
fire--wound,10605,0.595309441515,0.460377358491
crime--die,10605,0.597237298705,0.5
pend-r-release,10605,0.597478702481,0.571428571429
attack--give,10605,0.597491042345,0.5
beg-r-kill,10605,0.597496569273,0.428571428571
scrutiny-r-shooting,10605,0.597824031802,0.571428571429
arrest-r-hit,10605,0.598259655863,0.5
run-r-shot,10605,0.599277176078,0.428571428571
gather-r-remember,10605,0.599379471835,0.5
murder--question,10605,0.60000280867,0.5
investigate-r-shooting,10605,0.600104695021,0.464285714286
die-r-shot,10605,0.603706952484,0.466666666667
circumstance--murder,10605,0.603993700379,0.426323319027
draw-r-splintered off,10605,0.605715867635,0.5
allegation--arrest,10605,0.605788920488,0.5
case-r-slaying,10605,0.606569513572,0.357142857143
make-r-pleased,10605,0.60782134818,0.47619047619
graze wound--injury,10605,0.608380718966,0.5
drunk - drive--misdemeanor,10605,0.608384572416,0.428571428571
shield-r-shoot,10605,0.609689634134,0.5
in custody-r-murder,10605,0.613435533234,0.5
protect-r-shield,10605,0.613994126535,0.5
confront--shot,10605,0.614386656927,0.53781512605
die-r-murder,10605,0.614542470721,0.5
crime--recommendation,10605,0.614643779329,0.428571428571
face-r-sentence,10605,0.61479839121,0.551020408163
charge-r-death,10605,0.615765081296,0.476102941176
chase-r-flee,10605,0.615817296012,0.5
enraged--pitch,10605,0.616223306647,0.428571428571
fall-r-gunfire,10605,0.618265127314,0.46568627451
open fire-r-return,10605,0.62043730145,0.588235294118
arrest-r-previous dui arrest,10605,0.620656391964,0.571428571429
hold-r-kill,10605,0.620802856023,0.5
anger--protest,10605,0.621035933051,0.571428571429
fire-r-order,10605,0.621283192426,0.52380952381
battle-r-enraged,10605,0.622676479425,0.5
action--nab,10605,0.623041485607,0.428571428571
kill--present,10605,0.623490401524,0.571428571429
confession--statement,10605,0.624305976691,0.5
arrest--book into,10605,0.624438775007,0.5
protest--throw,10605,0.624607042714,0.412751677852
trial-r-violence,10605,0.626247286162,0.519417475728
kill--trial,10605,0.627525855747,0.518134715026
confess-r-kill,10605,0.628626980961,0.428571428571
investigate--under review,10605,0.629085264927,0.547619047619
beef--strike,10605,0.629452967668,0.5
double murder--trial,10605,0.629784839904,0.503012048193
beef--shooting,10605,0.630399089845,0.571428571429
attack--die,10605,0.631179846451,0.5
convict-r-murder,10605,0.631324013119,0.509615384615
animal cruelty--charge,10605,0.631482443549,0.475609756098
erupt-r-violation,10605,0.632337103596,0.571428571429
animal cruelty--death,10605,0.633960994528,0.5
dead--vigil,10605,0.634601933057,0.428571428571
kill-r-shoot,10605,0.634649223915,0.5
arrest-r-speeding,10605,0.634859690869,0.478476821192
animal cruelty-r-beat,10605,0.63496048924,0.5
capture-r-gun down,10605,0.636892198791,0.571428571429
anger-r-shot,10605,0.639663606533,0.508928571429
die-r-shoot,10605,0.641248130496,0.5
live-r-�unemployed,10605,0.641454656309,0.642857142857
drunk driving--speeding,10605,0.641495361669,0.571428571429
await--on suspicion,10605,0.641994660538,0.571428571429
arrest-r-believe to be,10605,0.642172113638,0.571428571429
pointed--shot,10605,0.643236608845,0.50752688172
fatally shoot-r-pick up,10605,0.644037197632,0.5
charge-r-kill,10605,0.64448920681,0.543413173653
gunfire--surround,10605,0.645580050552,0.5
arrest-r-dead,10605,0.645597230443,0.514657980456
crime--determine,10605,0.645603035655,0.571428571429
accuse-r-double murder,10605,0.645810146055,0.571428571429
dead-r-injury,10605,0.646170257285,0.5
attack--foiled,10605,0.646886329477,0.488847583643
dead--guilty,10605,0.648241113977,0.571428571429
show-r-wound,10605,0.648917495099,0.642857142857
investigation--statement,10605,0.650594686919,0.571428571429
arrest-r-drive under the influence,10605,0.650913185802,0.577464788732
convict--sentence,10605,0.652744911733,0.375
convict--face,10605,0.654304524802,0.571428571429
arrest-r-discover,10605,0.654716095363,0.466666666667
case--investigate,10605,0.655382128391,0.642857142857
arrest-r-take place,10605,0.655869025832,0.5
accuse-r-shooting,10605,0.656016315608,0.56038647343
murder-r-shooting,10605,0.656734850248,0.558241758242
memorial-r-wound,10605,0.657589728539,0.5
kill-r-target,10605,0.657951073701,0.5
confess-r-die,10605,0.658934513319,0.5
intervene-r-vigil,10605,0.659395799279,0.535714285714
shooting--show,10605,0.66122692372,0.571428571429
comment--only,10605,0.662208645909,0.571428571429
arrest-r-arrive,10605,0.662523739608,0.571428571429
lead-r-shot,10605,0.663031929857,0.571428571429
arrest-r-murder,10605,0.66336156028,0.540720961282
determine-r-murder,10605,0.66395142393,0.5
patrol--rescue,10605,0.664714886717,0.571428571429
injure-r-open fire,10605,0.66603679987,0.5
charge-r-misdemeanor drunken - drive,10605,0.667337735735,0.5
beat--death,10605,0.667354757713,0.504545454545
jury deliberation--underway,10605,0.667434608084,0.571428571429
on bail--release,10605,0.668971538948,0.563440860215
investigate-r-murder,10605,0.669641863509,0.428571428571
scared-r-threaten,10605,0.669856253646,0.571428571429
injure--trial,10605,0.670375120036,0.571428571429
see-r-wait,10605,0.671032000438,0.571428571429
animal cruelty--announce,10605,0.671069211328,0.571428571429
shooting--trial,10605,0.672431348,0.636363636364
dead--riot,10605,0.67428070274,0.571428571429
die-r-shield,10605,0.674359001278,0.577272727273
death-r-shot,10605,0.674655275245,0.593650793651
arrest-r-protest,10605,0.675016934516,0.5
duty--perform,10605,0.675695298762,0.571428571429
open fire--wound,10605,0.676306870295,0.603174603175
call-r-shooting,10605,0.67751854179,0.5
monitor-r-situation,10605,0.67767311298,0.589595375723
autopsy--unruly,10605,0.678616260521,0.5
arrest-r-throw,10605,0.67909247719,0.571428571429
kill--vigil,10605,0.679232635062,0.544642857143
arrest-r-on suspicion,10605,0.682457508257,0.580972818312
enraged-r-reveal,10605,0.683088286951,0.5
capture--confiscate,10605,0.684066566596,0.508928571429
kill-r-on duty,10605,0.684102818831,0.571428571429
dead--suspicion,10605,0.684239085623,0.5
die-r-left,10605,0.685770112521,0.5
reveal--rioting,10605,0.687409328759,0.571428571429
charge-r-drunk - drive,10605,0.688892151331,0.5
charge-r-dui,10605,0.69016728222,0.562682215743
investigate-r-under review,10605,0.690573295701,0.53781512605
catch up in--dead,10605,0.690927448905,0.571428571429
release--wish,10605,0.691085528857,0.642857142857
foiled-r-on escort duty,10605,0.69177302156,0.571428571429
find--suspicion,10605,0.692057199981,0.642857142857
guilty--intent,10605,0.692522445963,0.625
murder--on trial,10605,0.69302109894,0.642857142857
strike--target,10605,0.693288006618,0.714285714286
search-r-throw,10605,0.693361437006,0.642857142857
beat--charge,10605,0.693822642079,0.571428571429
order--trial,10605,0.694614144545,0.642857142857
accuse-r-spray,10605,0.696444648089,0.676975945017
call-r-find,10605,0.696822996548,0.714285714286
brandish--shot,10605,0.697728790708,0.571428571429
kill-r-return,10605,0.699390095435,0.554621848739
charge-r-discover,10605,0.699492850125,0.576
charge-r-shot,10605,0.699687768085,0.530303030303
protect--shield,10605,0.699911038531,0.571428571429
give--reveal,10605,0.699911437552,0.571428571429
kill--testimony,10605,0.700087256775,0.571428571429
charge-r-suffer,10605,0.701300249561,0.624060150376
dead-r-shot,10605,0.70137329286,0.602040816327
rioting-r-shot,10605,0.704154095043,0.5
death-r-slaying,10605,0.704287308843,0.5
arrest-r-distressed state,10605,0.704598713178,0.5
death--riot,10605,0.705005924631,0.59512195122
riot-r-slay,10605,0.705484262851,0.428571428571
confess-r-shooting,10605,0.705594409865,0.588709677419
kill--protest,10605,0.707063471292,0.571428571429
kill-r-shooting,10605,0.707399037078,0.641432791728
arrest-r-find,10605,0.708667373242,0.591205211726
confiscate-r-on escort duty,10605,0.710537227017,0.571428571429
attack--shield,10605,0.711859122556,0.571428571429
arrest-r-shooting,10605,0.712424439589,0.631634819533
double murder--suspect,10605,0.712735647402,0.571428571429
kill-r-shootout,10605,0.713587116696,0.642857142857
dead--question,10605,0.71572422749,0.642857142857
investigate-r-kill,10605,0.716558662898,0.539634146341
march-r-vigil,10605,0.717661414069,0.714285714286
look-r-throw,10605,0.718216190193,0.714285714286
approach--notice,10605,0.719450378316,0.5
riot-r-shot,10605,0.720506331354,0.628598848369
flee-r-shot,10605,0.721827526789,0.638655462185
rush-r-shooting,10605,0.722233339706,0.571428571429
murder--section,10605,0.722516768872,0.642857142857
patrol--thwart,10605,0.722547504631,0.645576131687
accuse of-r-firing at,10605,0.723186761606,0.642857142857
gunfire--shot,10605,0.724112744114,0.623397435897
kill-r-suspend,10605,0.724805669765,0.668316831683
on probation-r-previous dui arrest,10605,0.726405847427,0.677874186551
attack-r-piracy,10605,0.72904741562,0.58651026393
section-r-suicide attempt,10605,0.730229407887,0.588235294118
charge-r-murder,10605,0.730793230692,0.645941118502
confess--convict,10605,0.731656259615,0.571428571429
hearing-r-murder,10605,0.731924908307,0.588235294118
anger--riot,10605,0.7347707448,0.642857142857
autopsy-r-shot,10605,0.739668132239,0.714285714286
arrest-r-dui,10605,0.741961725441,0.644398907104
fatal shooting--trial,10605,0.743394730454,0.721498371336
kill-r-walk,10605,0.743793774968,0.571428571429
enraged--rioting,10605,0.749089684238,0.571428571429
fear--plead,10605,0.752190014025,0.714285714286
look-r-see,10605,0.757942760626,0.714285714286
