index,output.relations_lemma,aqs,aqs_initial
foiled-r-pirate,10605,0.108588236342,0.142857142857
hit-r-vigil,10605,0.108630838277,0.0714285714286
throw-r-vigil,10605,0.108630838277,0.0714285714286
conduct-r-vigil,10605,0.108630838277,0.0714285714286
appeal--death,10605,0.108679683903,0.107142857143
attack-r-thwart,10605,0.108738817874,0.0612244897959
arrest--hope,10605,0.108803372791,0.0714285714286
erupt--fight,10605,0.108849499732,0.0714285714286
intent--intent,10605,0.108857058491,0.0714285714286
investigation--knock,10605,0.10903454777,0.0714285714286
apprehend-r-hide,10605,0.109076154647,0.142857142857
schedule--threaten,10605,0.1091581813,0.142857142857
accuse--release,10605,0.109504857097,0.0714285714286
statement-r-wound,10605,0.109704139599,0.0714285714286
fuel--hurl,10605,0.109729272577,0.0714285714286
attempt--crime,10605,0.109791762718,0.0714285714286
gather-r-protest,10605,0.109936378504,0.0714285714286
vigil--violence,10605,0.11031786945,0.0714285714286
assault in the first degree-r-face,10605,0.110354467707,0.0714285714286
give-r-shot,10605,0.110354467707,0.0714285714286
look--murder,10605,0.110797258426,0.0714285714286
face--kill,10605,0.110862119397,0.0714285714286
face-r-kill,10605,0.110862119397,0.0714285714286
murder-r-posession,10605,0.110953246889,0.107142857143
burglary--kill,10605,0.110976106458,0.142857142857
erupt--surround,10605,0.111190414604,0.0714285714286
harm-r-harm,10605,0.111241206549,0.142857142857
mean--shield,10605,0.111541863171,0.0714285714286
mean--shoot,10605,0.111541863171,0.0714285714286
kill--mean,10605,0.111541863171,0.0714285714286
kill-r-mean,10605,0.111541863171,0.0714285714286
die--kill,10605,0.111541863171,0.0714285714286
confess-r-mean,10605,0.111541863171,0.0714285714286
mean-r-shoot,10605,0.111541863171,0.0714285714286
mean-r-shield,10605,0.111541863171,0.0714285714286
death-r-fire,10605,0.11160254443,0.142857142857
trial-r-which,10605,0.111684548208,0.142857142857
anger-r-protest,10605,0.111738516733,0.142857142857
believe-r-occur,10605,0.111958556403,0.0714285714286
break away--hostile,10605,0.112066655775,0.142857142857
accuse--order,10605,0.112395066307,0.0714285714286
hide-r-murder,10605,0.112453393663,0.0714285714286
access--regain,10605,0.112626848007,0.142857142857
firing--indiscriminately,10605,0.112814823715,0.0714285714286
guilty--posession,10605,0.112903317717,0.0714285714286
gather--mourn,10605,0.112949135493,0.142857142857
murder-r-take place,10605,0.112993013272,0.0714285714286
bail-r-book into,10605,0.113037500101,0.0714285714286
injury-r-severe,10605,0.113473632022,0.142857142857
point--ugly,10605,0.113597662762,0.142857142857
sentence-r-transfer,10605,0.113625319854,0.0714285714286
suspend-r-trial,10605,0.113797428159,0.0714285714286
break out-r-push,10605,0.114003030339,0.0714285714286
push--shooting,10605,0.114003030339,0.0714285714286
dead--rampage,10605,0.114173495992,0.142857142857
death--seek,10605,0.114237885895,0.0714285714286
make way-r-purpose,10605,0.114619447522,0.142857142857
before--charge,10605,0.114735606783,0.0714285714286
appear-r-before,10605,0.114735606783,0.0714285714286
escort-r-job,10605,0.114794762668,0.142857142857
fear-r-plead,10605,0.114808844351,0.0714285714286
apprehend-r-confiscate,10605,0.114847096049,0.114285714286
erupt--riot,10605,0.115320429968,0.107142857143
kill-r-violence,10605,0.115364517181,0.142857142857
shot-r-violence,10605,0.115427433072,0.0714285714286
catch-r-shooting,10605,0.115448236381,0.142857142857
throw-r-turn,10605,0.115505478398,0.0714285714286
after-r-charge,10605,0.115759395332,0.0714285714286
after--animal cruelty,10605,0.115760663391,0.142857142857
throw--turn,10605,0.115871387461,0.0714285714286
flee--kill,10605,0.115957431815,0.0714285714286
draw--trash,10605,0.116147065677,0.142857142857
determine--shooting,10605,0.116312533073,0.0714285714286
bash-r-death,10605,0.116390443276,0.142857142857
gunfire-r-protect,10605,0.116552082012,0.0714285714286
among-r-shooting,10605,0.116565612684,0.0714285714286
among--shooting,10605,0.116565612684,0.0714285714286
emotion--show,10605,0.116705782227,0.142857142857
escort--injure,10605,0.116972369477,0.142857142857
bail hearing-r-plea,10605,0.117335843553,0.0714285714286
investigate--murder,10605,0.11738046718,0.142857142857
arrest-r-second,10605,0.117702977697,0.0714285714286
custody--work,10605,0.117994410057,0.0714285714286
shield--show,10605,0.118075353168,0.0714285714286
execute-r-wound,10605,0.118254040797,0.107692307692
receive--sport,10605,0.118391684529,0.0714285714286
murder--possession,10605,0.118469496004,0.142857142857
point--toss,10605,0.118534296684,0.142857142857
administer-r-under,10605,0.118746636296,0.0714285714286
convict-r-face,10605,0.118852574903,0.142857142857
injure--target,10605,0.118858116885,0.0714285714286
crossfire--target,10605,0.118858116885,0.0714285714286
injure-r-trial,10605,0.118858116885,0.0714285714286
death--unnecessary,10605,0.119108204079,0.0714285714286
lawsuit-r-name,10605,0.119124169559,0.0714285714286
lawsuit-r-reveal,10605,0.119124169559,0.0714285714286
conclude--dead,10605,0.119273545972,0.142857142857
kill-r-perform,10605,0.119296332166,0.0714285714286
charge--dui,10605,0.119436811846,0.125
injure--return,10605,0.119680729196,0.0714285714286
return-r-take into custody,10605,0.119680729196,0.0714285714286
claim-r-trial,10605,0.120003973612,0.0714285714286
arrest--speeding,10605,0.120033036425,0.0579710144928
escort--take into custody,10605,0.120057434389,0.0714285714286
injure-r-take into custody,10605,0.120057434389,0.0714285714286
job--take into custody,10605,0.120057434389,0.0714285714286
job-r-take into custody,10605,0.120057434389,0.0714285714286
escort-r-gun down,10605,0.120204716819,0.0714285714286
accuse-r-escort,10605,0.120204716819,0.0714285714286
among--take place,10605,0.120872993383,0.0714285714286
among-r-claim the life,10605,0.120872993383,0.0714285714286
on suspicion-r-release,10605,0.121017516267,0.0714285714286
recommendation-r-uphold,10605,0.121097040904,0.142857142857
interview-r-shot,10605,0.121442035043,0.0714285714286
book into--on suspicion,10605,0.121620932549,0.0714285714286
push--take,10605,0.122045484997,0.0714285714286
surgery--undergo,10605,0.122099493824,0.142857142857
custody-r-kill,10605,0.122159856286,0.0714285714286
attempt-r-foiled,10605,0.122209115005,0.224489795918
pass-r-shot,10605,0.122354808508,0.0714285714286
shot--walk,10605,0.122354808508,0.0714285714286
arrest-r-release,10605,0.122622867857,0.107142857143
protect--shot,10605,0.123073005909,0.0714285714286
arrest-r-reveal,10605,0.123180693464,0.0714285714286
arrest-r-spiritual,10605,0.123180693464,0.0714285714286
accuse-r-set,10605,0.123202785969,0.0727272727273
claim-r-pointed,10605,0.123229541002,0.0714285714286
absence-r-plea,10605,0.123269467633,0.0714285714286
against-r-drunk - drive,10605,0.123361102194,0.0714285714286
shot-r-show,10605,0.123588189374,0.047619047619
make clear--reluctant,10605,0.123625886317,0.0714285714286
richochet--spray,10605,0.123770893648,0.0714285714286
conclude-r-shot,10605,0.124067213108,0.0714285714286
fire--injure,10605,0.124133300796,0.142857142857
piracy--thwarts,10605,0.12419987028,0.0714285714286
escort-r-execute,10605,0.124543011231,0.107142857143
discover--thought,10605,0.124579807919,0.0714285714286
dead--thought,10605,0.124579807919,0.0714285714286
protect-r-shot,10605,0.124781014135,0.0714285714286
death--reveal,10605,0.124817119884,0.0714285714286
absence-r-hear,10605,0.125080840628,0.0714285714286
pencil in-r-trial,10605,0.125118714493,0.0714285714286
strike-r-trial,10605,0.125145838811,0.0714285714286
see-r-stagger,10605,0.125145838811,0.0714285714286
see-r-shot,10605,0.125145838811,0.0714285714286
see--shot,10605,0.125145838811,0.0714285714286
ambush--weigh,10605,0.125319171042,0.142857142857
order-r-walk,10605,0.125407205204,0.142857142857
grow--scene,10605,0.125594432141,0.0714285714286
grow-r-kill,10605,0.125594432141,0.0714285714286
deploy-r-under control,10605,0.1256392161,0.0857142857143
pick up--watch,10605,0.12565271446,0.0714285714286
in search-r-surprised,10605,0.125709340043,0.142857142857
case-r-death,10605,0.126114031878,0.0714285714286
death-r-parole,10605,0.126201691113,0.142857142857
kill--spray,10605,0.126368714819,0.114285714286
die--shot,10605,0.126395752223,0.114285714286
arrest--relation,10605,0.126544373276,0.0714285714286
charge--relation,10605,0.126544373276,0.0714285714286
arrest-r-face,10605,0.126805956362,0.142857142857
devolve-r-vigil,10605,0.127071319288,0.142857142857
at risk-r-harm,10605,0.127083093123,0.267857142857
beg-r-lock up,10605,0.127105080561,0.0714285714286
double murder-r-stay,10605,0.127105080561,0.0714285714286
arrest--dead,10605,0.127670836642,0.0903614457831
find--target,10605,0.12787763104,0.0714285714286
leave-r-wound,10605,0.127920869592,0.0714285714286
conclude-r-warrant,10605,0.128022424962,0.0714285714286
execute--suspend,10605,0.128025186103,0.114285714286
fuel--smash,10605,0.128082628707,0.142857142857
further comment-r-return,10605,0.12809077095,0.0714285714286
further comment--return,10605,0.12809077095,0.0714285714286
further comment--seek,10605,0.12809077095,0.0714285714286
no_relation,10605,0.128133210484,0.132887680141
dead-r-pick up,10605,0.128183602957,0.0714285714286
death-r-play,10605,0.128480497142,0.0714285714286
capture-r-play,10605,0.128480497142,0.0714285714286
capture--death,10605,0.128480497142,0.0714285714286
murder--violence,10605,0.128480497142,0.0714285714286
job-r-kill,10605,0.128651225361,0.0975609756098
shield-r-show,10605,0.128898625102,0.0714285714286
erupt-r-gunfire,10605,0.129045670489,0.114285714286
animal cruelty--distressed state,10605,0.129158302814,0.142857142857
application-r-hearing,10605,0.12924025834,0.0714285714286
confess-r-convict,10605,0.129303511232,0.0714285714286
escort--wound,10605,0.129429559839,0.114285714286
find-r-rampage,10605,0.129753996769,0.0714285714286
find--rampage,10605,0.129753996769,0.0714285714286
rampage--that,10605,0.129753996769,0.0714285714286
rampage-r-that,10605,0.129753996769,0.0714285714286
administer--show,10605,0.12976166492,0.142857142857
escape--nab,10605,0.130178075286,0.142857142857
fire--order,10605,0.130183492952,0.114285714286
fire-r-shot,10605,0.13066067438,0.111111111111
escape-r-execute,10605,0.130684527535,0.214285714286
charge-r-play,10605,0.130698061334,0.0714285714286
death-r-hearing,10605,0.130916916812,0.142857142857
kill-r-snowball,10605,0.131009025512,0.142857142857
target-r-wound,10605,0.131237005635,0.0714285714286
fire--mean,10605,0.131237005635,0.0714285714286
give--mean,10605,0.131237005635,0.0714285714286
join-r-vigil,10605,0.131255349791,0.0714285714286
bail--plea,10605,0.131355663847,0.1171875
arrest--time,10605,0.131444249387,0.114285714286
pick up--release,10605,0.131596038675,0.0714285714286
pick up-r-release,10605,0.131596038675,0.0714285714286
brandish--pointed,10605,0.131707101225,0.142857142857
break away-r-struggle,10605,0.131877682608,0.114285714286
catch up in-r-show,10605,0.131910418911,0.0714285714286
gather-r-treatment,10605,0.131929594037,0.0714285714286
find-r-wound,10605,0.131986326831,0.0952380952381
hostile-r-vigil,10605,0.132019571217,0.142857142857
trial--go on,10605,0.132067073827,0.0714285714286
guilty--wound,10605,0.132102445512,0.107142857143
fire--flee,10605,0.132294379743,0.142857142857
fire-r-flee,10605,0.132294379743,0.142857142857
event--provide,10605,0.132389249677,0.0714285714286
capture--event,10605,0.132389249677,0.0714285714286
grow--protest,10605,0.132420175416,0.142857142857
scared-r-trial,10605,0.132512925667,0.0714285714286
kill-r-scared,10605,0.132512925667,0.0714285714286
pleased--statement,10605,0.132512925667,0.0714285714286
scared--trial,10605,0.132512925667,0.0714285714286
investigation-r-pleased,10605,0.132512925667,0.0714285714286
death--review,10605,0.132541370129,0.142857142857
harm-r-plead,10605,0.132714926665,0.0714285714286
return-r-verdict,10605,0.132973719171,0.0714285714286
guilty--injury,10605,0.132973719171,0.0714285714286
injury-r-verdict,10605,0.132973719171,0.0714285714286
dead-r-discover,10605,0.133094640198,0.114285714286
didnt--due,10605,0.133582710346,0.0714285714286
appear--didnt,10605,0.133582710346,0.0714285714286
appear-r-due,10605,0.133582710346,0.0714285714286
accuse-r-richochet,10605,0.133863172026,0.0714285714286
accuse--richochet,10605,0.133863172026,0.0714285714286
murder-r-use,10605,0.133863514943,0.136904761905
application--enter,10605,0.13412193006,0.0714285714286
find-r-intent,10605,0.134179671,0.107142857143
conduct--throw,10605,0.134279883734,0.142857142857
conduct--hit,10605,0.134279883734,0.142857142857
announce--take place,10605,0.134365353067,0.0714285714286
animal cruelty-r-take place,10605,0.134365353067,0.0714285714286
find-r-take place,10605,0.134365353067,0.0714285714286
investigate--kill,10605,0.134412666474,0.14375
arrest--arrest,10605,0.134501645489,0.0714285714286
arrest-r-arrest,10605,0.134501645489,0.0714285714286
pull up to-r-wait,10605,0.134616966813,0.0714285714286
attempt-r-kill,10605,0.134704970058,0.142857142857
attempt--determine,10605,0.134706661312,0.142857142857
harm--try,10605,0.134988435989,0.142857142857
claim the life--spray,10605,0.135280673633,0.0714285714286
arrest--unnecessary,10605,0.135563525822,0.0714285714286
crime-r-determine,10605,0.135819090941,0.142857142857
break away-r-hostile,10605,0.135959501033,0.142857142857
return-r-seek,10605,0.136378093064,0.0714285714286
claim-r-scared,10605,0.136508148129,0.142857142857
hear-r-murder,10605,0.136518171879,0.0714285714286
control--struggle,10605,0.136690878448,0.171428571429
attack--intercept,10605,0.136818477432,0.142857142857
attack-r-murder,10605,0.13693698438,0.142857142857
scene-r-violence,10605,0.137329014289,0.142857142857
clash-r-point,10605,0.137454713283,0.142857142857
lash out--turn,10605,0.137543975932,0.142857142857
custody--murder,10605,0.137557885571,0.142857142857
patrol--under control,10605,0.137764988794,0.102040816327
course--situation,10605,0.138262563278,0.0892857142857
pass--purpose,10605,0.138269671062,0.142857142857
fatal shooting-r-release,10605,0.138346800893,0.142857142857
intent-r-murder,10605,0.138441767428,0.149122807018
absence-r-set,10605,0.138506354709,0.114285714286
book into-r-give,10605,0.13855682441,0.0714285714286
give-r-release,10605,0.13855682441,0.0714285714286
declare-r-shooting,10605,0.138599387218,0.142857142857
dui-r-filing,10605,0.138642166909,0.0714285714286
dui-r-weigh,10605,0.138642166909,0.0714285714286
pour-r-shooting,10605,0.138891458884,0.142857142857
vigil--war zone,10605,0.138963505508,0.0714285714286
course-r-situation,10605,0.139010528046,0.116883116883
lose-r-return,10605,0.139036121298,0.0714285714286
arrest-r-on probation,10605,0.13928446638,0.0714285714286
murder-r-question,10605,0.139360852808,0.0714285714286
find--intent,10605,0.139372611245,0.107142857143
accuse-r-gun down,10605,0.139629409431,0.114285714286
arm-r-arrive,10605,0.13998991088,0.0714285714286
find--slaying,10605,0.140309195808,0.0714285714286
find-r-shooting,10605,0.140368681269,0.142857142857
parole-r-warrant,10605,0.140451378128,0.142857142857
name--shot,10605,0.140560833086,0.142857142857
consider--misdemeanor drunken - drive,10605,0.14072496972,0.0714285714286
mar-r-vigil,10605,0.140911061268,0.142857142857
announce--dead,10605,0.141050042668,0.0714285714286
announce-r-charge,10605,0.141050042668,0.0714285714286
announce--charge,10605,0.141050042668,0.0714285714286
hostile-r-struggle,10605,0.141238900248,0.142857142857
deploy--patrol,10605,0.14125808826,0.105555555556
drunken driving-r-speeding,10605,0.141375203588,0.0714285714286
gun down-r-shot,10605,0.141463919931,0.142857142857
first - degree assault-r-find,10605,0.141479678258,0.0714285714286
book into-r-on bond,10605,0.141719651103,0.0714285714286
arrest-r-book into,10605,0.141719651103,0.0714285714286
book into--on bond,10605,0.141719651103,0.0714285714286
allow-r-section,10605,0.141749320592,0.0714285714286
section--slit,10605,0.141749320592,0.0714285714286
look-r-suspicion,10605,0.141836200127,0.214285714286
reveal-r-shot,10605,0.142031310188,0.114285714286
harm--plead,10605,0.14208569269,0.0714285714286
find-r-identification,10605,0.142797033244,0.0714285714286
find--identification,10605,0.142797033244,0.0714285714286
animal cruelty-r-identification,10605,0.142797033244,0.0714285714286
announce-r-identification,10605,0.142797033244,0.0714285714286
announce--identification,10605,0.142797033244,0.0714285714286
animal cruelty--identification,10605,0.142797033244,0.0714285714286
death--erupt,10605,0.142824191197,0.142857142857
plea-r-trial,10605,0.143394895415,0.142857142857
riot-r-violation,10605,0.143421742711,0.142857142857
attempt--use,10605,0.143652074895,0.142857142857
accuse--let off,10605,0.143977933368,0.0714285714286
death-r-untimely,10605,0.144017090977,0.214285714286
assault in the first degree--second - degree murder,10605,0.144201748511,0.142857142857
book into-r-release,10605,0.144218600943,0.15306122449
await--drive under the influence,10605,0.144288571424,0.0714285714286
drive under the influence-r-on suspicion,10605,0.144288571424,0.0714285714286
arrest-r-await,10605,0.144288571424,0.0714285714286
apprehend-r-charge,10605,0.144526447775,0.142857142857
application-r-enter,10605,0.144691955605,0.114285714286
involve-r-operation,10605,0.144846634452,0.142857142857
bail hearing-r-schedule,10605,0.145128213143,0.142857142857
instruct-r-take care of,10605,0.145161910689,0.0714285714286
instruct-r-murder,10605,0.145161910689,0.0714285714286
murder-r-on trial,10605,0.145161910689,0.0714285714286
claim--kill,10605,0.145236490495,0.114285714286
run--situation,10605,0.14535303885,0.121212121212
kill-r-pick up,10605,0.145636614927,0.0714285714286
capture--shootout,10605,0.145636614927,0.0714285714286
mar--thrashing,10605,0.145717746874,0.142857142857
house-r-shooting,10605,0.146061082618,0.214285714286
convict-r-do,10605,0.146107509374,0.142857142857
conduct-r-patrol,10605,0.146135083179,0.166666666667
confess-r-protect,10605,0.146137178241,0.0714285714286
confess-r-harm,10605,0.146137178241,0.0714285714286
harm--shield,10605,0.146137178241,0.0714285714286
murder--shield,10605,0.146137178241,0.0714285714286
kill--shoot,10605,0.146271340446,0.0714285714286
kill--shield,10605,0.146271340446,0.0714285714286
confess--die,10605,0.146271340446,0.0714285714286
die--shoot,10605,0.146271340446,0.0714285714286
injure-r-investigation,10605,0.146324729741,0.0714285714286
crossfire-r-injure,10605,0.146324729741,0.0714285714286
go-r-know,10605,0.146647024219,0.0714285714286
go--know,10605,0.146647024219,0.0714285714286
murder-r-verdict,10605,0.146720733451,0.122950819672
attack-r-capture,10605,0.147012852362,0.0857142857143
buy-r-open fire,10605,0.147145730367,0.142857142857
arrest-r-show,10605,0.147220605059,0.142857142857
on probation-r-pull over,10605,0.147260610946,0.0714285714286
hear-r-trial,10605,0.147411794154,0.0714285714286
appeal-r-death,10605,0.147545247248,0.166666666667
on suspicion--speeding,10605,0.148147855613,0.0727272727273
rescue--thwart,10605,0.14822428789,0.142857142857
beat-r-find,10605,0.148293898193,0.0714285714286
drunk driving-r-pull over,10605,0.148439460373,0.0714285714286
erupt-r-involve,10605,0.148590591624,0.142857142857
attempt--look,10605,0.148603894739,0.214285714286
fall--watch,10605,0.148654636101,0.0714285714286
shot--show,10605,0.148789490409,0.107142857143
conduct-r-operation,10605,0.149092330064,0.107142857143
look forward to-r-prove,10605,0.149582559132,0.0714285714286
innocence-r-look forward to,10605,0.149582559132,0.0714285714286
arrest--on probation,10605,0.149723794899,0.142857142857
chase-r-shot,10605,0.150144137862,0.142857142857
application-r-plea,10605,0.150293113697,0.107142857143
slaying-r-wound,10605,0.15031220293,0.142857142857
execute--return,10605,0.150555162916,0.114285714286
fear-r-lock up,10605,0.150582704852,0.0714285714286
in vain-r-lock up,10605,0.150582704852,0.0714285714286
in vain-r-keep,10605,0.150582704852,0.0714285714286
in vain--lock up,10605,0.150582704852,0.0714285714286
charge--fatal shooting,10605,0.150884621989,0.142857142857
charge--dead,10605,0.150886999833,0.109375
riot-r-turn,10605,0.151015858345,0.122448979592
first - degree assault--second - degree murder,10605,0.151158803,0.142857142857
spark-r-which,10605,0.151245931297,0.142857142857
erupt--gunfire,10605,0.151261783318,0.166666666667
pick up-r-shootout,10605,0.151302493305,0.142857142857
guilty--target,10605,0.151502657924,0.142857142857
case--work,10605,0.151550099416,0.142857142857
flee-r-lead,10605,0.152324547754,0.142857142857
after-r-animal cruelty,10605,0.152326823636,0.142857142857
gun down--return,10605,0.152396185412,0.142857142857
appeal--transfer,10605,0.152444807119,0.114285714286
investigate-r-status,10605,0.152532741239,0.142857142857
intent-r-intent,10605,0.152623037274,0.142857142857
against--drunk - drive,10605,0.152721319476,0.142857142857
attack-r-patrol,10605,0.152737628654,0.142857142857
face--on probation,10605,0.152822624441,0.0714285714286
face--prior dui,10605,0.152822624441,0.0714285714286
charge--set,10605,0.152822624441,0.0714285714286
await-r-transfer,10605,0.152904038813,0.0714285714286
culminate--shooting,10605,0.153049438484,0.142857142857
hearing-r-severe,10605,0.153112157705,0.142857142857
kill--wound,10605,0.153572299981,0.181353767561
clash--ugly,10605,0.15374426185,0.142857142857
buy-r-kill,10605,0.153816244897,0.142857142857
death-r-unnecessary,10605,0.154245135542,0.114285714286
fuel-r-shot,10605,0.154275589645,0.142857142857
arrest-r-draw,10605,0.154341733383,0.214285714286
battle--enraged,10605,0.154871782917,0.142857142857
fatally strike-r-watch,10605,0.155047925815,0.142857142857
erupt--kill,10605,0.155283601068,0.114285714286
death-r-weigh,10605,0.155414004662,0.0714285714286
murder--remand,10605,0.155527417746,0.142857142857
mission-r-patrol,10605,0.155733929625,0.122222222222
do-r-yard work,10605,0.156483856725,0.0714285714286
investigation--on probation,10605,0.156523809449,0.142857142857
access-r-escort,10605,0.156640101387,0.142857142857
its-r-situation,10605,0.1566924961,0.102040816327
job-r-suspend,10605,0.156867682624,0.111111111111
confiscate--foiled,10605,0.157122912909,0.224489795918
enter-r-schedule,10605,0.15727164561,0.214285714286
clash--enraged,10605,0.157336716483,0.214285714286
march-r-violence,10605,0.157459233911,0.142857142857
return--take into custody,10605,0.157669230602,0.142857142857
decline-r-interview,10605,0.157885973411,0.142857142857
culminate--frustration,10605,0.157895979196,0.214285714286
chaotic--riot,10605,0.157931961171,0.142857142857
find-r-target,10605,0.157964327853,0.142857142857
riot--sound,10605,0.158172947002,0.142857142857
arrest-r-play - off game,10605,0.158175038158,0.142857142857
course-r-its,10605,0.158895141006,0.102040816327
kill-r-reveal,10605,0.158962324365,0.142857142857
accuse--wound,10605,0.159120186845,0.168674698795
clash-r-pour,10605,0.159438789517,0.142857142857
claim-r-testimony,10605,0.159623896531,0.142857142857
erupt-r-shot,10605,0.159635745718,0.142857142857
arrest-r-time,10605,0.159708676829,0.166666666667
fire--pass,10605,0.159836249416,0.142857142857
make way-r-pass,10605,0.159836249416,0.142857142857
accuse--death,10605,0.15996292114,0.166666666667
look-r-march,10605,0.160028221282,0.142857142857
break away-r-vigil,10605,0.160505316702,0.142857142857
shot--unruly,10605,0.160707915749,0.142857142857
attack-r-dead,10605,0.160864351512,0.142857142857
fire--suspect,10605,0.160881075128,0.166666666667
dead--take place,10605,0.160903879505,0.142857142857
intent--shooting,10605,0.160906430163,0.133333333333
charge--shooting,10605,0.161346454381,0.13768115942
break out-r-shooting,10605,0.161668809846,0.142857142857
spark--trial,10605,0.161669539725,0.142857142857
delay--testimony,10605,0.161800890026,0.142857142857
double murder-r-suicide attempt,10605,0.162452813618,0.142857142857
case management-r-plea,10605,0.16275739471,0.114285714286
feud-r-suspend,10605,0.163469104244,0.107142857143
knock-r-work,10605,0.163518851218,0.142857142857
describe--hearing,10605,0.163535109913,0.142857142857
describe--wave,10605,0.163535109913,0.142857142857
in custody-r-remand,10605,0.163701189013,0.142857142857
escort-r-incident,10605,0.164239273987,0.142857142857
pick up-r-shot,10605,0.16426552356,0.142857142857
kill-r-lose,10605,0.164639493361,0.142857142857
its-r-run,10605,0.164733372487,0.0888888888889
conclude--death,10605,0.164819871795,0.0714285714286
suspend-r-wound,10605,0.165168130578,0.142857142857
course-r-monitor,10605,0.165260547162,0.122448979592
arrest--find,10605,0.165343523979,0.16
come--hear,10605,0.165644790672,0.142857142857
report-r-shooting,10605,0.16574882483,0.142857142857
graze wound-r-survive,10605,0.165972497593,0.142857142857
face--relation,10605,0.166061970415,0.142857142857
arrest--under,10605,0.166168029601,0.142857142857
injury-r-survive,10605,0.166263074945,0.142857142857
bail--hearing,10605,0.166947215408,0.285714285714
occur-r-violence,10605,0.166962191509,0.142857142857
arrest--avoid,10605,0.166997410804,0.142857142857
commit-r-use,10605,0.167124154888,0.142857142857
enter-r-identify,10605,0.167410836754,0.142857142857
animal cruelty-r-charge,10605,0.167532076814,0.121621621622
beef--trial,10605,0.167706139672,0.142857142857
confess--protect,10605,0.167962539096,0.142857142857
return--suspend,10605,0.168072454048,0.146464646465
assault-r-guilty,10605,0.168281815664,0.142857142857
arrest-r-attempt,10605,0.168597823539,0.159292035398
event-r-provide,10605,0.168650840726,0.142857142857
shooting-r-violation,10605,0.168933556433,0.142857142857
convict--shooting,10605,0.169330609864,0.2
arrest-r-mar,10605,0.16968998314,0.214285714286
section--suicide attempt,10605,0.170046014062,0.114285714286
chase-r-lead,10605,0.170111498175,0.114285714286
escort-r-return,10605,0.170497849791,0.122448979592
course--its,10605,0.170528540548,0.0952380952381
operation-r-patrolling,10605,0.170538037644,0.114583333333
piracy-r-under control,10605,0.171067793505,0.142857142857
escort-r-notice,10605,0.171082998838,0.142857142857
among-r-take place,10605,0.171114649874,0.142857142857
dead--injury,10605,0.171235493266,0.142857142857
call--come,10605,0.171335392177,0.142857142857
march--turn,10605,0.171862671926,0.142857142857
charge--remand,10605,0.171864777456,0.142857142857
admit--kill,10605,0.17272196511,0.214285714286
claim-r-kill,10605,0.172919443788,0.166666666667
hearing--plea,10605,0.172928577307,0.128571428571
hold--plea,10605,0.173354133804,0.142857142857
bash-r-shot,10605,0.1734435577,0.142857142857
chase-r-work,10605,0.173527278469,0.113636363636
on probation--prior dui,10605,0.173777153528,0.142857142857
job-r-return,10605,0.173984007295,0.142857142857
death--slaying,10605,0.174189341484,0.142857142857
kill-r-trial,10605,0.174261213127,0.222406181015
follow--search,10605,0.174284973631,0.142857142857
hostile-r-kill,10605,0.17431255383,0.142857142857
erupt--shot,10605,0.17432271135,0.142857142857
consider-r-suspicion,10605,0.174371579971,0.142857142857
dui-r-pull over,10605,0.174623072838,0.114285714286
target--wound,10605,0.174761775888,0.142857142857
capture--thwart,10605,0.174882442719,0.142857142857
beat-r-face,10605,0.17496861418,0.214285714286
accuse-r-trial,10605,0.17502492232,0.131398252185
order--shooting,10605,0.175076528299,0.142857142857
stay--suspect,10605,0.175125502525,0.114285714286
melee-r-point,10605,0.175983209881,0.142857142857
schedule--testimony,10605,0.176606000114,0.142857142857
schedule-r-testimony,10605,0.176606000114,0.142857142857
protest-r-riot,10605,0.176622258142,0.107142857143
consciousness-r-regain,10605,0.176683622353,0.142857142857
death-r-face,10605,0.176831859081,0.114285714286
frustration-r-rampage,10605,0.177040061977,0.142857142857
guilty--hand down,10605,0.177161383594,0.142857142857
fatal shooting-r-trial,10605,0.177195242995,0.166666666667
beat--find,10605,0.177439357209,0.142857142857
remand--risk,10605,0.177491986773,0.142857142857
leave--wound,10605,0.178417493061,0.142857142857
march--search,10605,0.178442983991,0.142857142857
action--patrol,10605,0.178645356785,0.238095238095
order--walk,10605,0.178968091131,0.142857142857
access-r-describe,10605,0.17910844795,0.142857142857
kill--threaten,10605,0.179532265927,0.142857142857
injure--murder,10605,0.179734311742,0.142857142857
kill--scene,10605,0.17975038281,0.142857142857
show-r-surround,10605,0.179956273643,0.142857142857
death-r-guilty,10605,0.180035369222,0.142857142857
guilty--murder,10605,0.180131310411,0.177710843373
job--work,10605,0.180304908649,0.142857142857
assault--find,10605,0.180612656419,0.183673469388
chaos-r-shot,10605,0.180713269061,0.142857142857
chaos-r-dead,10605,0.180713269061,0.142857142857
shooting-r-spree,10605,0.180758825243,0.142857142857
fire-r-spree,10605,0.180758825243,0.142857142857
application--bail,10605,0.181053523352,0.142857142857
hit-r-mar,10605,0.18112390519,0.142857142857
enter--trial,10605,0.181394971254,0.142857142857
murder--return,10605,0.181716728308,0.142857142857
involve--protest,10605,0.181785008922,0.142857142857
charge-r-take place,10605,0.181902034313,0.114285714286
assault-r-murder,10605,0.181918062118,0.179093567251
hurt--shooting,10605,0.181939256478,0.142857142857
autopsy--show,10605,0.182146806752,0.142857142857
murder-r-suspicion,10605,0.182205475905,0.0952380952381
flee-r-walk,10605,0.18224480137,0.142857142857
flee--walk,10605,0.18224480137,0.142857142857
