worker,duration,job,judgment,unit,wqs,wwa,wsa,wqs_initial,wwa_initial,wsa_initial
3587109,15.2,1,50,50,0.376816793549,0.526484975622,0.715721836324,0.281532701135,0.426392105194,0.660267152476
4316379,27.0416666667,1,24,24,0.10284460534,0.30113026848,0.341528621015,0.140515122051,0.340782323323,0.412331017291
6367365,41.26,1,50,50,0.281285198363,0.476561213457,0.590239386715,0.2707996311,0.445482164002,0.607879850154
6377879,29.6111111111,1,18,18,0.0730684595949,0.249474587329,0.292889389566,0.110567389235,0.297331343578,0.371865905236
6481150,272.965517241,1,29,29,0.532959031384,0.613808252978,0.868282609102,0.409092813258,0.506799915214,0.807207738157
11131207,66.7,1,50,50,0.178509117408,0.389686192234,0.458084276439,0.191524219731,0.386717625135,0.495255988562
12999735,72.1052631579,1,19,19,0.219219714268,0.434501377996,0.504531689356,0.232752845483,0.435352526896,0.534630744291
14054543,21.7407407407,1,27,27,0.380359138129,0.533013231175,0.713601681689,0.286144839855,0.42975915052,0.66582605515
15298546,25.9,1,50,50,0.448895099879,0.5562306307,0.807030528531,0.319947649301,0.43820096986,0.730139071585
15439740,24.34,1,50,50,0.367903934111,0.522747040478,0.703789606872,0.265183090641,0.41419771013,0.640233116106
15965551,34.28,1,50,50,0.15036027154,0.363557512987,0.413580427218,0.160798414197,0.362445884121,0.443648062348
18972023,57.1333333333,1,15,15,0.312630662436,0.501554318325,0.623323638165,0.289424574958,0.462036299185,0.626410902061
23503585,105.42,1,50,50,0.416162875068,0.551064364437,0.755198306995,0.323272686,0.458982596695,0.704324495802
26024737,15.1904761905,1,21,21,0.330786114022,0.452718865871,0.730665627079,0.213892487709,0.339627765265,0.62978504582
28526462,24.6363636364,1,11,11,0.546327405199,0.618485676787,0.883330731339,0.4401538529,0.525596331105,0.837437072618
30315390,26.0,1,27,27,0.174031960687,0.379278812189,0.458849677582,0.201783626908,0.39477848323,0.511131268495
31508822,183.541666667,1,24,24,0.402479442365,0.559748996973,0.719035575841,0.321726210279,0.473961970328,0.678801740267
31883685,64.08,1,50,50,0.213095051668,0.423918458674,0.502679341528,0.224770343811,0.417705640153,0.538107035683
38202325,144.0,1,45,45,0.340123160545,0.509533910969,0.667518202858,0.304589054599,0.456585947817,0.667101245791
39017656,31.28,1,50,50,0.301293063663,0.471055858444,0.639612178179,0.247948845567,0.404901195529,0.612368766269
39127197,15.6538461538,1,26,26,0.191290357328,0.394820292472,0.484499811624,0.211489925662,0.40036734961,0.528239692542
40421145,20.6666666667,1,3,3,0.0914226507651,0.288847660355,0.316508192079,0.12197818709,0.332296207801,0.367076675046
40925305,16.62,1,50,50,0.231285040136,0.4304272908,0.53733823361,0.204276644123,0.385309576692,0.53016238495
41746613,14.88,1,50,50,0.341856281258,0.498177633366,0.686213628156,0.245555890083,0.396520756152,0.619276257983
44453708,52.5172413793,1,29,29,0.418160233361,0.561723947142,0.744423013276,0.313041409563,0.460433343804,0.679884317189
44637936,20.32,1,50,50,0.359522331113,0.511770065058,0.702507543251,0.263270919369,0.407854874881,0.645501465308
44803262,13.88,1,50,50,0.469890827946,0.573487565084,0.819356611292,0.328572795949,0.448343907755,0.732858839534
44809353,57.53125,1,32,32,0.18652941512,0.378702432689,0.492548763934,0.132386554324,0.298489583662,0.443521521589
