worker,duration,job,judgment,unit,wqs,wwa,wsa,wqs_initial,wwa_initial,wsa_initial
A1123L7ANYUTG0,83,1,20,20,0.8331709340648895,0.8589633756165768,0.9699725945437743,0.6766110038481034,0.7388888888888889,0.9157141405463053
A11GX90QFWDLMM,83,1,462,462,0.2825264962793758,0.5048314887787532,0.5596451539955257,0.2897523712870256,0.48917748917748916,0.5923256439584328
A13PCLSK1JA8QL,83,1,10,10,0.21264674103068876,0.42364480847038,0.501945820600222,0.21086575152280582,0.4,0.5271643788070145
A16QMNGIR7N53M,83,1,10,10,0.5867925202124197,0.7025122173026995,0.8352773172620593,0.4549458116916752,0.5888888888888889,0.7725494915519012
A17743NDSCO8P5,83,1,10,10,0.44304061379041737,0.6259368336131292,0.7078040306927297,0.39372954514476943,0.5666666666666667,0.6948168443731225
A18941IO2ZZWW6,83,1,442,442,0.3194886411793665,0.5358856443666966,0.5961880944897011,0.3221055225722061,0.5145801910507792,0.6259578743489184
A18WNE09USHJSG,83,1,190,190,0.7859870625583496,0.829647727567011,0.9473744535687468,0.6346192001391266,0.7099415204678362,0.8939034861926743
A1AML5YZXW4FIS,83,1,10,10,0.8938672642551162,0.9029585919076569,0.9899316228517925,0.7814905993553518,0.8111111111111111,0.9634815608490639
A1DE9XQJ5FSGIB,83,1,10,10,0.5331319852176646,0.6543470081661985,0.814754218425728,0.43037985594541034,0.5666666666666667,0.7594938634330771
A1EPIK54UEQYQB,83,1,40,40,0.8104131895919754,0.8440129111708858,0.9601905123319759,0.6551665542035551,0.725,0.9036780057980071
A1ER3JLKRM3046,83,1,10,10,0.5686220076262669,0.673026002260029,0.8448737577995914,0.4669060821761264,0.5888888888888889,0.7928593848273844
A1GR4JB3DODIQ1,83,1,70,70,0.8326227209564198,0.8599150183647849,0.9682616342016398,0.6884767778490003,0.7476190476190476,0.9208925054031214
A1IYVTS4ZVIGSE,83,1,10,10,0.8945630400762511,0.902608092334316,0.991086882195728,0.7494935208442518,0.7888888888888889,0.9500622095208826
A1KFIQBETMB81I,83,1,40,40,0.8075800290336979,0.8379976346977398,0.9637020387593177,0.6677544023158289,0.7305555555555555,0.9140364442345948
A1PBRFFOTO5ZU6,83,1,60,60,0.6568076963217249,0.7555597530781296,0.8692994745232371,0.5297645338505012,0.6462962962962963,0.8196929750122368
A1QRQZWBL1SVEX,83,1,10,10,0.8178908451581993,0.8348893539683339,0.9796398064853283,0.6401893525945317,0.7,0.9145562179921882
A1RIILHVSAY5IW,83,1,10,10,0.742747427094593,0.8269176328443562,0.8982121043177635,0.668494220797975,0.7666666666666667,0.8719489836495325
A1UV8TD7KO88IM,83,1,50,50,0.8568545471532248,0.873254436637053,0.9812198039932267,0.7054194329732888,0.76,0.9281834644385378
A1VG58HXS2O3JX,83,1,10,10,0.11801730153179829,0.3179051275324986,0.3712343441825539,0.14406390571783045,0.3333333333333333,0.4321917171534914
A1YG3DEOOKQYTA,83,1,10,10,0.5752253693177203,0.686754492149905,0.8375997185208945,0.47771462721715036,0.6,0.7961910453619173
A1ZMDED6CWMABK,83,1,10,10,0.7614546794299405,0.8102021812519702,0.9398329170791637,0.5534322392245016,0.6666666666666666,0.8301483588367524
A20BKXSNZS2O3J,83,1,10,10,0.4732559912767819,0.615061192556293,0.7694453771499614,0.39792833497043767,0.5444444444444444,0.7308887785171305
A23NXGIV5YVQHJ,83,1,10,10,0.8758125504581334,0.8865929045377599,0.9878406943880891,0.6865649523009953,0.7444444444444445,0.9222514284640235
A26J29AVWFIMNY,83,1,10,10,0.7802141090562924,0.8238135983534778,0.9470760261977639,0.6403153529787011,0.7111111111111111,0.9004434651262985
A26KXB5XCGERD2,83,1,50,50,0.7383058682602405,0.805007229076372,0.9171419107718305,0.6044240375107217,0.6977777777777778,0.8662127926109069
A282GBBIPRRVIB,83,1,10,10,0.8525909190245086,0.8658837775730613,0.9846482185105597,0.7163456949917736,0.7555555555555555,0.9481045963126415
A2B6ZPXXMJB1B1,83,1,10,10,0.8234113837456734,0.8500688573975467,0.9686408066594933,0.5964791716992045,0.6888888888888889,0.8658568621440065
A2BEQQH909NJRN,83,1,10,10,0.7333557520127786,0.8083342130243797,0.9072432419616764,0.5797753318671736,0.6888888888888889,0.8416093527104133
A2DTM58I82M96Y,83,1,10,10,0.47266109730277633,0.6494624307525244,0.7277728085904978,0.4008385657341935,0.5777777777777777,0.6937590560784119
A2DV8HITPQN4AJ,83,1,10,10,0.37414267661110095,0.5731243979324678,0.6528123352640569,0.35423441513427806,0.5333333333333333,0.6641895283767714
A2G80S3EM9SDBD,83,1,80,80,0.8159335782308434,0.847902494163397,0.9622964714072502,0.6712917265649112,0.7347222222222223,0.9136673783114103
A2GKEUW6PGONEC,83,1,10,10,0.8359142526807779,0.8609239391583452,0.9709501788253011,0.6740332384297919,0.7333333333333333,0.9191362342224435
A2GLG8R57PVEQU,83,1,40,40,0.7746784548236327,0.8126918872985864,0.9532252836910782,0.5939595936735764,0.6777777777777778,0.8763338267315062
A2HTGQE4AACVRV,83,1,10,10,0.8178908451581995,0.8348893539683341,0.9796398064853283,0.6401893525945317,0.7,0.9145562179921882
A2KONK3TIL5KVX,83,1,132,132,0.3200377796491132,0.5234728616209763,0.6113741573117853,0.2818296063768776,0.4654882154882155,0.605449497966963
A2MIF2GUSZLJ0X,83,1,20,20,0.578860522632082,0.7141471396178594,0.8105619843857816,0.46816640655242675,0.6111111111111112,0.7660904834494255
