worker,duration,job,judgment,unit,wqs,wwa,wsa,wqs_initial,wwa_initial,wsa_initial
3587109,12.84,1,25,25,0.47046940069767557,0.6033994711521191,0.7796980660247689,0.21518776249831528,0.3713687565610114,0.5794449821008637
4316379,24.04,1,25,25,0.5114779368999358,0.6682186117244688,0.7654350356688913,0.2803105048395574,0.4368805183856099,0.6416182297974273
6330997,38.714285714285715,1,7,7,0.4680246199213721,0.6154844172269588,0.7604166845198761,0.3203477361200089,0.45710287557140644,0.7008219664327308
6339764,80.5,1,10,10,0.01977822111385175,0.12294872685537445,0.16086560324546528,0.028306653790700437,0.12260331443049867,0.2308800045266876
6367365,29.28,1,25,25,0.17252327937232442,0.3853358693071045,0.44772182688974393,0.12219544159613377,0.2751765582120079,0.44406195931118925
6377879,20.36,1,25,25,0.6068427738594027,0.740192769528589,0.8198442336121254,0.3918003682227733,0.5642285275639384,0.6944001394512519
6432269,23.36,1,25,25,0.7891408891771691,0.8365641381133844,0.9433118791786079,0.5794798210921037,0.6710496289020341,0.8635424209089331
6576528,55.0,1,4,4,0.02751117720046897,0.1438746236266569,0.19121632784846246,0.045716895433438,0.1599976590057898,0.28573477710560535
8715359,115.25,1,4,4,0.5947819497759375,0.6820991285821593,0.8719875526190407,0.45225886694824763,0.5466471631002111,0.8273323223399583
11131207,47.64,1,25,25,0.5548995380991099,0.7166981934592435,0.7742443655687341,0.35748815083875035,0.5417571943748094,0.6598678421821301
14054543,17.84,1,25,25,0.33598430390706513,0.5139660825145992,0.6537090974238003,0.20045188450695245,0.357468422298903,0.5607541030277112
15004831,24.5,1,20,20,0.09491106208029527,0.26123702070427557,0.36331398139674886,0.09670902500362533,0.23943399182976075,0.40390683154289186
15117831,21.2,1,5,5,0.6074625688820746,0.7014660311313489,0.8659900008306002,0.3350585740241753,0.47608339011955636,0.7037812723103694
15176395,17.24,1,25,25,0.7842592953973028,0.8328251857358898,0.9416853726683663,0.5718638318468438,0.6646633451013556,0.8603811780227467
15965551,30.0,1,25,25,0.008752214380377855,0.08836232660643212,0.09904916174695608,0.010984321348940304,0.09114693824090106,0.12051223618624225
17950689,60.0,1,13,13,0.40580957193580125,0.5536658576239617,0.7329503279781767,0.20581523348845857,0.3528005571891287,0.5833755908104348
18972023,45.16,1,25,25,0.6129345006837496,0.7571118488659775,0.8095692883446737,0.4080320616148123,0.5773812689212607,0.7066943172180684
23287154,26.84,1,25,25,0.16341531864732955,0.3589458282857812,0.4552645713358828,0.10916686136882331,0.2561350692558027,0.4262081787004266
23503585,48.68,1,25,25,0.41828593012705123,0.5789470868978754,0.7224942306356844,0.2612614079188374,0.40369383918789564,0.6471770994682821
27934334,28.833333333333332,1,6,6,0.5295284886967265,0.6068753148792886,0.8725490652096356,0.3539868028722502,0.45021398801665635,0.7862634487028731
28577612,75.44,1,25,25,0.04435650632011453,0.1957502008069214,0.22659750098476608,0.052039564267898825,0.17838277412871578,0.2917297621481579
29096504,16.4,1,5,5,0.44373542919281606,0.646223287375951,0.6866596080042929,0.28772887725311064,0.495195848373058,0.5810405684910929
29289135,52.12,1,25,25,0.5858422543588115,0.7233455186164253,0.8099065236201058,0.3267579458027222,0.4762215694172409,0.6861468836923547
30145358,20.16,1,25,25,0.44996855460266194,0.583942480199664,0.7705699959502978,0.2363752073796109,0.3809622022059037,0.6204689231921597
31508822,573.0,1,3,3,0.001310219925549372,0.03848452827234414,0.03404536795351409,0.021184900436772753,0.10283205540128162,0.20601455795182635
32173740,32.36,1,25,25,0.5710142487841089,0.6663780105759806,0.8568923939890446,0.2984782551469588,0.43012152810058324,0.6939393535241978
34534543,100.33333333333333,1,3,3,0.2638436612666458,0.515870320556277,0.511453461757862,0.12765639179118296,0.29392589255426876,0.43431489033451937
36165588,12.68,1,25,25,0.5099542266124077,0.6303252780694222,0.8090334377423507,0.2876666060910804,0.4204486274957053,0.6841896661775138
37465804,18.933333333333334,1,15,15,0.2499923727110711,0.43713521138935424,0.5718879792742299,0.1857967859317896,0.3436958804655198,0.5405848498391562
38202325,160.04,1,25,25,0.29938612119596875,0.5157536579012794,0.5804827878763671,0.2236299843274615,0.4148870597171201,0.5390141222527831
39021485,17.24,1,25,25,0.7818527714679506,0.8313440558169319,0.9404683488109529,0.573009769466591,0.666604420981062,0.8595949133119686
39127197,12.8,1,25,25,0.5995764206286265,0.7416914355092558,0.808390648621888,0.39986197768379816,0.5694028049166355,0.7022479942689089
39740855,24.9,1,20,20,0.4273290222483037,0.5752309156899393,0.7428825721853975,0.22175074521117372,0.36919269112353603,0.6006368775512227
40712302,16.56,1,25,25,0.7555669277438032,0.816769582372269,0.9250674168708565,0.5373361658543476,0.6405051298824477,0.8389256241444394
40925305,12.84,1,25,25,0.6451321551453458,0.7698202949796018,0.838029549691776,0.4221037129130131,0.5693687752348531,0.7413538136841169
40988797,95.78571428571429,1,14,14,0.45780664799912785,0.592600114656289,0.772538912289374,0.22904879111658985,0.3664105659813023,0.6251151369043164
41746613,20.92,1,25,25,0.6824538502923007,0.7869160291136575,0.8672511742593199,0.460401437857998,0.6032429886168489,0.7632105909985519
42395899,60.75,1,4,4,0.29731963073171414,0.5144683072563101,0.5779163196997251,0.14753826335066536,0.3452979037778853,0.4272781900395496
42820715,21.72,1,25,25,0.6092187084492264,0.7494375812771397,0.8129011990712263,0.44763342564007386,0.592942488512339,0.7549356544901381
43146784,73.57142857142857,1,7,7,0.28249655461230844,0.4913217697770223,0.5749725983860119,0.1625451171331717,0.3155084669798581,0.5151846436613966
43620110,194.5,1,2,2,0.752886569608706,0.7724509777253041,0.9746722980735801,0.637001752635523,0.6748853201444687,0.9438666594483991
43812869,15.045454545454545,1,22,22,0.39732858422647493,0.5636513121161266,0.7049191152146472,0.20571407012533727,0.36378869912676937,0.5654768018333965
44116418,23.0,1,5,5,0.2729218736955879,0.4694775176909723,0.5813310827702624,0.1300710116098539,0.28057179343880534,0.46359261569257953
44185847,26.24,1,25,25,0.04452089534798731,0.198287904326423,0.22452653125375055,0.03556385016965039,0.14802294533908636,0.24025903611215024
44204650,59.64,1,25,25,0.700350641484006,0.7982792763479688,0.877325344944473,0.48106832886695333,0.6176440840240368,0.778876283785844
44234166,32.28,1,25,25,0.6350948959755071,0.7637695258781366,0.8315268866551239,0.4299714808752028,0.5898378897442275,0.7289655146800627
