worker,duration,job,judgment,unit,wqs,wwa,wsa,wqs_initial,wwa_initial,wsa_initial
A11GX90QFWDLMM,83,1,760,760,0.34247158405724065,0.5444624312605774,0.6290086595402489,0.33446718624726074,0.5252923976608187,0.6367257316813981
A14JQX7IFAICP0,83,1,180,180,0.4149083173127412,0.5958225953315781,0.6963621731764683,0.37969730021181364,0.5555555555555556,0.6834551403812645
A14Q86RX5HGCN,83,1,20,20,0.8211049121753323,0.8526684541270668,0.9629826319961043,0.7334559706307993,0.7888888888888889,0.9297329205179146
A14WWG6NKBDWGP,83,1,20,20,0.6785814090550424,0.7545954566418106,0.8992651666297398,0.5717400455833751,0.6777777777777778,0.8435508869262911
A151VN1BOY29J1,83,1,40,40,0.690083045423449,0.780348932214623,0.8843262506491805,0.5827317860021087,0.6972222222222222,0.8357906094054149
A153JJMSL7V3C9,83,1,20,20,0.7348962508218283,0.8031507523212849,0.9150165752790671,0.6357273608409241,0.7277777777777777,0.8735185110791324
A15GNVZ1EXQMYR,83,1,20,20,0.6512648695075872,0.7557690527704032,0.8617247122255963,0.5427552448812659,0.6666666666666666,0.8141328673218989
A15H21NMKA3TE4,83,1,40,40,0.6649700125401198,0.7482384759299874,0.8887140048680696,0.548553745124055,0.6638888888888889,0.8262734236178234
A15L6WGIK3VU7N,83,1,280,280,0.7218562231147104,0.7889501227563342,0.9149579958144634,0.603728893406087,0.7,0.8624698477229815
A15MN5MDG4D7Q9,83,1,40,40,0.7375888652395743,0.7961256524332576,0.9264729292232037,0.5930792863590366,0.6916666666666667,0.8574640284708963
A16D3RBFGNRKL8,83,1,60,60,0.7142125258317232,0.7871153510039911,0.9073797441769139,0.586060099780964,0.6907407407407408,0.848451618985846
A16WH8PG6BUGSR,83,1,20,20,0.6358846433533888,0.7480413616629881,0.8500661540155198,0.5291559432252869,0.6611111111111111,0.8004039477357281
A17HNBZF5A1CWF,83,1,80,80,0.7038509394494563,0.7916768487335766,0.8890634361423946,0.6035267054100508,0.7111111111111111,0.848709429482884
A17RPF5ZMO75GW,83,1,20,20,0.631202306310347,0.7383023650745909,0.854937402572964,0.5360403186399042,0.6611111111111111,0.8108172886990147
A18941IO2ZZWW6,83,1,800,800,0.35537496012668596,0.5551061039319244,0.6401928525186376,0.3458023920506424,0.5351388888888889,0.6461918564143849
A18SO7XEA5K3NR,83,1,40,40,0.6200391083923872,0.7299082976998894,0.849475352378202,0.5392616307286092,0.6611111111111111,0.8156898616062996
A19G248ZRHWWHT,83,1,60,60,0.6564218018230275,0.7618351144215649,0.8616323787089097,0.5441027069695994,0.6703703703703704,0.81164492199885
A19IBSKBTABMR3,83,1,40,40,0.7045062265869277,0.7750981077323192,0.9089252309595749,0.6259296116441845,0.7138888888888889,0.8767885610580015
A19PMUTQXDIPLZ,83,1,20,20,0.7410302462474816,0.7955427943790474,0.9314775414764268,0.6308479544970671,0.7166666666666667,0.8802529597633495
A1APFXFJHE25EE,83,1,20,20,0.6804096497285198,0.7604338992741708,0.8947650155759315,0.5478414895877918,0.6611111111111111,0.8286677993764918
A1B0YWANQX8P6S,83,1,20,20,0.8732676715605057,0.8903942182134239,0.9807652090471985,0.7907162995902406,0.8277777777777777,0.9552277444714317
A1BCDJEVMCR5HD,83,1,20,20,0.8732676715605058,0.890394218213424,0.9807652090471987,0.7907162995902406,0.8277777777777777,0.9552277444714317
A1BG7KLBHHCLYP,83,1,20,20,0.4670496552370449,0.6332882992577923,0.7374992650020892,0.3758139998866059,0.5555555555555556,0.6764651997958906
A1BLK8SJHCYOQK,83,1,20,20,0.7190709154864304,0.7883581862398068,0.9121119410405917,0.6456019287524394,0.7277777777777777,0.8870866196598405
A1CP0KZJS5LSIF,83,1,20,20,0.6199333369200164,0.7195875667257736,0.8615120182534585,0.5087977567298385,0.6333333333333333,0.8033648790471135
A1DCEOFAUIDY58,83,1,100,100,0.7269428103374848,0.7932760545648107,0.9163806296110675,0.6241202037346982,0.7144444444444444,0.8735741576379913
A1FESKIC2CUD4Y,83,1,20,20,0.6670763366903318,0.7535432002665983,0.8852529442961266,0.5478414895877918,0.6611111111111111,0.8286677993764918
A1FSNT6DWYDIWA,83,1,20,20,0.6458655916867427,0.7270197380610206,0.8883742185724999,0.5385647397890084,0.65,0.828561138136936
A1G42XP7E394WU,83,1,20,20,0.8428890636365675,0.8646467596740594,0.9748363180754951,0.7589367614603191,0.8,0.9486709518253988
A1GD3MQELM1R9M,83,1,20,20,0.6276992143469122,0.7339773287869336,0.8552024561635025,0.5422345083877,0.6611111111111111,0.8201866513427396
A1I48Z1CH0458V,83,1,20,20,0.7427339022826805,0.81193951606824,0.9147650626481604,0.6551997198634388,0.7444444444444445,0.8801190266822312
A1IHLPH5UWHAB6,83,1,20,20,0.7336851465274632,0.7896374485990315,0.9291417825093802,0.5525267357225246,0.6611111111111111,0.8357547263029785
A1IPO1FAD1A60X,83,1,20,20,0.5880942378542736,0.683584629144396,0.8603093352031009,0.5249264703933607,0.6388888888888888,0.821624040615695
A1JGQL8LIRM598,83,1,20,20,0.7936260947929095,0.8393079349903864,0.9455720144025563,0.649342022374463,0.7388888888888889,0.8788087520857394
A1JPASJWRS7QMK,83,1,20,20,0.7630791712223788,0.8400803152968671,0.9083407351983034,0.6588826396412231,0.7611111111111111,0.8656852199665706
A1K0I2MPF4CF13,83,1,20,20,0.8458883381239922,0.8689527093138875,0.9734572768544487,0.7419468903844417,0.7888888888888889,0.9404960582337993
A1KFIQBETMB81I,83,1,20,20,0.7608805883353188,0.7963268706968881,0.9554877730917841,0.6897363098373999,0.7444444444444445,0.9265114609756118
A1KS77MYC4GGZ3,83,1,20,20,0.7188964647965694,0.7929507142644707,0.9066092657012196,0.614219919045392,0.7111111111111111,0.8637467611575824
A1L1WI1BXLLZZM,83,1,20,20,0.6636761366252824,0.7603462157159316,0.872860445554232,0.5661617555119058,0.6833333333333333,0.8285293983101061
A1LY3NJTYW9TFF,83,1,20,20,0.6517279833143801,0.7401695672181348,0.8805117262032875,0.5827399418235887,0.6888888888888889,0.8459128187761771
A1M0SEWUJYX9K0,83,1,40,40,0.5600397512982693,0.6739370642654979,0.8309971078807462,0.4628415238939456,0.6,0.7714025398232427
A1NCNZ96FZP9MC,83,1,20,20,0.575259126183304,0.6752550862547745,0.851913799530061,0.5249264703933607,0.6388888888888888,0.821624040615695
A1NI967I2I3UXN,83,1,20,20,0.6639752024578849,0.7484970834343637,0.8870778753222882,0.5276801289866411,0.6444444444444445,0.8188139932551326
A1ORRI82WFHIKZ,83,1,60,60,0.7471240733411616,0.8066145931782602,0.9262466606230229,0.6448491349356751,0.7296296296296296,0.8838033829067629
A1Q4VUJBMY78YR,83,1,540,540,0.35144615465195395,0.5480641675499599,0.6412500131563831,0.3447279495063665,0.5296296296296297,0.6508849396274052
A1QL3BQX00Y2OC,83,1,20,20,0.8428890636365676,0.8646467596740594,0.9748363180754952,0.7589367614603191,0.8,0.9486709518253988
A1RSPO7YXD7OS,83,1,20,20,0.6797040215390318,0.7557905455816044,0.8993285580411413,0.5665328642735064,0.6666666666666666,0.8497992964102596
A1S2LOH6K9Q3Y8,83,1,20,20,0.7642699840286319,0.816247190645485,0.936321732910652,0.6741846873475659,0.7444444444444445,0.9056212218101631
A1SHEWULPSH627,83,1,40,40,0.6870306566046664,0.7638646399106886,0.8994141379354781,0.5818328451113126,0.6861111111111111,0.8480154827533302
A1SM3O307GMDK8,83,1,40,40,0.47650019400040805,0.6507985032046405,0.7321777657048096,0.441613170518395,0.6138888888888889,0.7193698705277022
A1UQKF8NB9FVOA,83,1,20,20,0.7103640140690137,0.7644107060324397,0.9292962650353928,0.6301981452913401,0.7055555555555556,0.8931942216727655
A1W8YY6KOEOG6,83,1,20,20,0.6423838198028983,0.7332317220239079,0.876099329185805,0.5443561055830631,0.6555555555555556,0.8303737203809437
A1WH4J0UT8YAPQ,83,1,20,20,0.7131577061275387,0.7964161527052647,0.8954586163340437,0.5758297626736499,0.6944444444444444,0.8291948582500559
A1XUMT8PKEPRR1,83,1,20,20,0.7144815294948885,0.7783614294572944,0.9179302859252089,0.5696721808607645,0.6722222222222223,0.8474462194622943
A1XXMVPHRKUTAH,83,1,20,20,0.4047875218945755,0.5806250596527192,0.6971582007443585,0.3993926565895968,0.5666666666666667,0.7048105704522296
A1ZGDXSHUPEQD9,83,1,40,40,0.7159268118459068,0.7768979697374928,0.9215197358384298,0.5670065109998625,0.6666666666666666,0.8505097664997938
A1ZIUN0W12X1SP,83,1,20,20,0.3483534974206874,0.5373674829532401,0.6482593541131701,0.33484751612250924,0.5111111111111111,0.6551364445875181
A1ZVGUVI9TAZJX,83,1,20,20,0.6497711087133822,0.7377049264368186,0.8808008262217188,0.5431648684572211,0.6555555555555556,0.8285565790025406
A1ZXM6L5BLKBW9,83,1,20,20,0.6816187259140275,0.762370136380241,0.8940784710565607,0.5339439194992533,0.65,0.8214521838450052
A22CRWMZUX7FFR,83,1,60,60,0.6957793360899718,0.7755806481281821,0.897107654464038,0.5917697449081107,0.6925925925925925,0.8544269044127802
A24KZL47I6CH4C,83,1,20,20,0.6049995295709015,0.7136603398577946,0.8477415596493073,0.4705551630100483,0.6111111111111112,0.7699993576528062
A24R6AHP7B0TLN,83,1,20,20,0.7699410657744236,0.8329157484458023,0.9243924937319438,0.6397667253943536,0.7388888888888889,0.8658497035412305
A25QX7IUS1KI5E,83,1,20,20,0.6216748738231124,0.7341528417415606,0.8467921643514619,0.5042119724531968,0.6388888888888888,0.7892013481876126
A261BBDBVRB79K,83,1,60,60,0.6607638625149322,0.7479068627354142,0.8834841548294358,0.5593698751006574,0.6685185185185185,0.8367305610923961
A27SZLZECUSPWB,83,1,20,20,0.5490961153950756,0.6814466580030062,0.8057800400756435,0.4571766352244965,0.6055555555555555,0.754970590278985
A28W67ZXNQ3K19,83,1,20,20,0.8019485461941996,0.8340389151948802,0.9615241346464243,0.696851897894417,0.7555555555555555,0.9223039825073167
A29CFIMDI0ID2V,83,1,20,20,0.664019704899938,0.7619208686713083,0.8715074388996625,0.567317474985075,0.6888888888888889,0.8235253669138185
A2BYHSKILYQWEU,83,1,20,20,0.7421522788930945,0.7969674483202625,0.9312203157824077,0.6109761277654598,0.7055555555555556,0.8659504173053761
A2CET0W1FJGMV,83,1,20,20,0.4208377411471731,0.5846452052146368,0.7198173138060266,0.4270656271318614,0.5777777777777777,0.739152046958991
A2CGA60V75C34Q,83,1,20,20,0.8732676715605058,0.890394218213424,0.9807652090471987,0.7907162995902406,0.8277777777777777,0.9552277444714317
A2CJUR18C55EF4,83,1,60,60,0.7641959110943009,0.8281923787299922,0.9227275337478619,0.6412010615920403,0.7351851851851852,0.8721626530471077
A2ELWPBL46UA0E,83,1,20,20,0.7256282782216564,0.7848306561523758,0.9245666852248632,0.5730274218167555,0.6722222222222223,0.8524374870001321
