,duration,job,judgment,output.rellist.count,unit,wqs,wqs_initial
20306047,45.7248322148,1,149,1.12751677852,149,0.681591919451,0.47674980063
20312760,30.3116883117,1,77,1.16883116883,77,0.571251013197,0.377341582588
20398835,41.4666666667,1,45,1.02222222222,45,0.483191814372,0.307800930535
20415133,27.0,1,1,1.0,1,0.0,0.0
20430407,34.6086956522,1,46,1.0,46,0.622640953941,0.432478050923
20512953,50.3181818182,1,132,1.28787878788,132,0.620662380029,0.41491570183
20845955,32.3333333333,1,9,1.33333333333,9,0.744984285085,0.596231168064
20929875,150.707792208,1,154,1.18831168831,154,0.638150259525,0.458072104197
21017840,30.4545454545,1,11,1.54545454545,11,0.43164499528,0.265928513578
21088425,52.1428571429,1,7,1.14285714286,7,0.751197335581,0.649308281995
21122768,78.0,1,2,1.0,2,0.650042830624,0.362170824513
21418130,84.0,1,3,1.0,3,0.591850856964,0.36943013044
21457135,25.5,1,2,1.0,2,0.753938049756,0.613266480456
21490235,97.1196581197,1,117,1.01709401709,117,0.638101471261,0.429973243108
21524451,63.1081081081,1,37,1.54054054054,37,0.674732934762,0.499851160899
21579617,102.333333333,1,9,1.44444444444,9,0.57520834446,0.410236042099
21665495,21.7674418605,1,86,1.04651162791,86,0.489924707946,0.293239292166
21832799,46.5238095238,1,21,1.0,21,0.605086894034,0.335309956469
21865639,84.1666666667,1,36,1.0,36,0.623428066599,0.410616663689
21875134,284.373563218,1,174,1.36206896552,174,0.636291401725,0.462060326307
21963184,41.0714285714,1,56,2.03571428571,56,0.62797119649,0.468570394789
22124254,30.2173913043,1,23,1.0,23,0.598607613171,0.370233385279
22222103,21.0,1,3,1.33333333333,3,0.395287985813,0.225049164761
22251483,549.0,1,1,1.0,1,1.0,1.0
22345789,112.181818182,1,11,3.81818181818,11,0.330291026542,0.260233804694
22387641,43.0,1,6,1.66666666667,6,0.405083461339,0.353322679661
22389656,55.0,1,9,1.0,9,0.641137036769,0.347365960243
22438562,69.3333333333,1,3,1.33333333333,3,0.759915514115,0.642760643805
22984878,44.40625,1,32,1.0,32,0.522032026971,0.347144177759
23017572,79.2296296296,1,135,1.21481481481,135,0.506535350015,0.329878035984
23144069,53.6,1,5,1.0,5,0.782739192949,0.61229568465
23287154,51.8571428571,1,7,2.0,7,0.794685838938,0.695591758621
23503585,90.2051282051,1,39,2.17948717949,39,0.57615713279,0.365876721628
23585686,39.3333333333,1,3,1.0,3,0.677961487998,0.578771861619
23854490,72.875,1,8,1.125,8,0.431538773436,0.238310295202
23930372,41.25,1,8,1.0,8,0.418108935832,0.278019909774
24043308,108.080645161,1,62,1.32258064516,62,0.573437590592,0.43169488562
24369927,49.0,1,4,1.0,4,0.703832603198,0.610698803574
24403612,35.125,1,80,1.0125,80,0.657270356632,0.456956891147
24460114,38.0476190476,1,42,2.90476190476,42,0.00966601584146,0.0106497713833
24593639,244.0,1,2,1.0,2,0.78915540599,0.640165042945
24696098,38.8928571429,1,56,1.01785714286,56,0.34051612144,0.216346135718
24835873,24.4770642202,1,109,1.0,109,0.412524572232,0.288462931276
25257275,42.6666666667,1,9,1.0,9,0.746653355743,0.533253017617
25295869,156.25,1,4,1.0,4,0.347942639102,0.110019397692
25358609,45.2321428571,1,56,1.44642857143,56,0.642774361832,0.459865353107
25486037,67.9791666667,1,144,1.01388888889,144,0.63939215684,0.428192828864
26318060,39.0,1,2,1.5,2,0.389468855486,0.105391147969
26492726,21.6136363636,1,44,1.02272727273,44,0.68585250735,0.421545497771
26531841,55.2727272727,1,44,1.29545454545,44,0.701563775386,0.520974695141
26649250,63.4285714286,1,7,1.0,7,0.35305599038,0.298988759863
26770238,49.3333333333,1,3,1.0,3,0.00696248940404,0.0316130885405
27238250,141.0,1,8,1.0,8,0.608584507199,0.479008162884
27753923,10.0,1,1,1.0,1,0.0,0.0
27770607,32.4957983193,1,119,1.09243697479,119,0.663164054393,0.458923965061
27799967,30.85,1,40,1.025,40,0.583810964041,0.377276884113
27836433,81.1818181818,1,22,1.0,22,0.578489911265,0.371734488961
27934334,43.4475524476,1,143,1.04195804196,143,0.666018323499,0.478267005555
28081782,69.0,1,1,1.0,1,0.0,0.0
28103910,90.3333333333,1,3,1.33333333333,3,0.432452363255,0.348432492508
28301350,30.1666666667,1,12,1.58333333333,12,0.729364741853,0.561659107015
28351359,26.0773809524,1,168,1.0119047619,168,0.609248257705,0.388455164745
28375976,91.0,1,1,1.0,1,1.0,1.0
28457001,148.5,1,2,1.0,2,0.89235569599,0.852548942897
28503763,136.086419753,1,81,1.01234567901,81,0.544596938876,0.349384339197
28513847,46.0,1,14,1.21428571429,14,0.626500768307,0.450508348754
28524232,54.5,1,2,1.0,2,0.807974771005,0.519264527731
28709211,161.0,1,1,1.0,1,0.0455692506647,0.0790569415042
28774264,28.9473684211,1,19,1.36842105263,19,0.496737942507,0.364865892618
28794143,93.4705882353,1,17,1.29411764706,17,0.692519702662,0.48257355957
28961801,32.0,1,2,1.0,2,0.0973172524221,0.177878118384
29275930,123.714285714,1,91,1.0,91,0.58478837592,0.381049277579
29320202,42.75,1,4,1.25,4,0.658074656277,0.406225289144
29363385,88.0,1,8,1.0,8,0.193873665064,0.124650365915
29411108,38.288,1,125,1.0,125,0.646161371888,0.435328775976
29738307,80.0,1,3,1.33333333333,3,0.618837897534,0.359332167136
29768955,47.3,1,10,1.4,10,0.587571404476,0.372378059195
29849805,76.0,1,2,1.0,2,0.0994126501878,0.120602780074
29910179,104.0,1,3,1.0,3,0.609474773859,0.451588811704
30264033,21.5,1,10,1.0,10,0.559076578772,0.3990544513
30312592,50.4324324324,1,74,1.0,74,0.543826764131,0.347369026672
30321275,49.1,1,20,1.5,20,0.676130680012,0.307363534609
30398579,43.8,1,5,1.2,5,0.746668828342,0.529691886251
30475714,72.0,1,2,1.5,2,0.677354991634,0.671402198018
30504276,62.2857142857,1,63,1.03174603175,63,0.582885230059,0.357358370749
30546513,51.2727272727,1,11,1.0,11,0.887597432466,0.690326038072
30586739,60.0,1,6,1.0,6,0.801636561207,0.677621244777
30627835,39.2631578947,1,19,1.0,19,0.717578345224,0.50111612745
30681826,93.2580645161,1,124,1.25,124,0.678792447334,0.488522148676
30762019,45.0,1,2,1.0,2,0.393270243995,0.210797386169
30777913,32.4736842105,1,114,1.55263157895,114,0.425404872497,0.247177700983
30782237,21.6428571429,1,14,1.0,14,0.753889302529,0.578656970645
30901412,31.7428571429,1,35,1.02857142857,35,0.626307833682,0.3932531221
30941227,43.0,1,20,1.25,20,0.372441751428,0.202784232097
30957357,86.3333333333,1,3,1.66666666667,3,0.142743838997,0.117597976777
30962210,50.0,1,15,1.73333333333,15,0.685723097957,0.536473684924
31089452,43.6666666667,1,6,1.0,6,0.570647227425,0.360399941923
31176117,37.4754098361,1,61,1.04918032787,61,0.631979578061,0.470793541539
31184650,47.5263157895,1,19,1.15789473684,19,0.526741284367,0.288827410598
31228275,46.5,1,4,1.0,4,0.454924093143,0.325559172161
31256687,19.9285714286,1,14,1.0,14,0.503041690545,0.305908364628
31260517,125.0,1,1,1.0,1,0.754986622561,0.711512473538
31304413,41.3076923077,1,13,1.07692307692,13,0.706334042815,0.472938937124
31329809,78.8928571429,1,28,1.32142857143,28,0.34682649576,0.231098807772
31345986,127.666666667,1,3,1.0,3,0.939905667994,0.900986563293
31383873,9.0,1,2,1.0,2,0.0,0.0
31448050,45.2857142857,1,7,1.0,7,0.413122137492,0.318017511967
31508822,72.5135135135,1,74,1.0,74,0.379166112542,0.225934311253
31650069,35.5352112676,1,71,1.25352112676,71,0.669687306213,0.502354106926
31708939,36.8076923077,1,130,1.53846153846,130,0.689117224787,0.479829080985
31738779,131.939597315,1,149,1.01342281879,149,0.571735965217,0.39828553841
31743852,24.9230769231,1,13,1.0,13,0.533599621997,0.40763031107
31883685,51.1791907514,1,173,1.0,173,0.637697597802,0.446670342795
31948170,34.25,1,4,1.0,4,0.62721766369,0.339232897129
31967679,66.3333333333,1,3,1.0,3,0.166412352984,0.0999006066946
31973624,61.6666666667,1,6,1.0,6,0.104574165388,0.151140093347
31988217,29.5252525253,1,99,1.17171717172,99,0.698869996719,0.507197381376
32053642,26.5,1,18,1.0,18,0.573707485426,0.35667319704
32094044,40.0,1,5,1.0,5,0.568254069689,0.470418214921
32125821,68.6,1,5,1.0,5,0.31828694692,0.20308289223
32173500,47.9807692308,1,52,1.0,52,0.576178804157,0.333275224618
32196055,325.0,1,1,3.0,1,0.349199527622,0.421637021356
32338429,35.2272727273,1,22,1.0,22,0.178846534617,0.140570907851
32352104,32.0,1,27,1.0,27,0.402220430209,0.252544327687
32356401,71.25,1,4,1.0,4,0.305702275376,0.227986092429
32363453,28.75,1,4,9.0,4,0.0333453810165,0.046894678223
32523974,29.0434782609,1,23,1.0,23,0.0631831493424,0.046249447001
32573092,64.2666666667,1,15,1.0,15,0.574509129978,0.345841875026
32655637,46.75,1,4,1.0,4,0.7304589399,0.519635625301
32695853,116.0,1,25,1.24,25,0.494287070167,0.272861328922
32799278,18.5,1,6,1.0,6,0.350848046098,0.262344983112
32850083,67.3333333333,1,3,1.0,3,0.781490884919,0.663947519809
32987272,23.3529411765,1,17,1.05882352941,17,0.317875205404,0.175679206401
33018272,97.55,1,20,1.25,20,0.441424241012,0.25441314224
33024386,87.0,1,8,1.625,8,0.289715698181,0.172009635954
33057016,143.785714286,1,14,2.07142857143,14,0.469577774645,0.317124318879
33058612,32.0,1,2,1.0,2,0.268845740418,0.238570624877
33110177,62.3333333333,1,3,1.33333333333,3,0.825461765157,0.705659956497
33115750,62.4814814815,1,27,1.0,27,0.643589791902,0.429784589789
33245009,196.0,1,5,1.0,5,0.578129015245,0.400285427714
33330229,12.0,1,1,1.0,1,0.259829751893,0.25
33402064,177.333333333,1,3,1.0,3,0.0486531189853,0.0943936955787
33427067,24.2,1,5,1.0,5,0.525515991918,0.328763295149
33432621,69.2352941176,1,68,1.02941176471,68,0.305293388263,0.214246777141
33435788,67.0833333333,1,24,1.125,24,0.376768485106,0.191255970289
33469168,63.4666666667,1,15,1.33333333333,15,0.464105756607,0.336789038724
33565158,116.460526316,1,76,1.03947368421,76,0.694569273854,0.486893399202
33675808,41.4,1,15,1.0,15,0.507156116877,0.306142223936
33684645,204.0,1,2,2.0,2,0.531738641126,0.281675131826
33708599,91.8333333333,1,42,1.47619047619,42,0.620065050817,0.484429663203
33721681,76.0,1,1,1.0,1,0.93725210947,0.899105460252
33729510,92.0,1,1,1.0,1,0.844787226368,0.711512473538
33753638,56.6666666667,1,3,1.33333333333,3,0.543323239359,0.36235933421
33836450,37.0,1,1,1.0,1,0.0665892289354,0.0668153104781
33878524,143.2,1,10,1.0,10,0.760301192439,0.59647872079
33915034,10.5,1,6,2.0,6,0.0,0.0
33920167,93.75,1,4,1.5,4,0.532314785014,0.353044008031
34042603,68.6,1,20,1.0,20,0.0587600360096,0.0828576157786
34179439,40.0,1,1,1.0,1,0.727597869674,0.711512473538
34257798,86.25,1,4,1.0,4,0.896177991014,0.852548942897
34289442,108.666666667,1,6,1.5,6,0.785463595787,0.609596003293
34305531,32.8333333333,1,12,1.0,12,0.71380682018,0.406451933601
34333895,111.0,1,2,1.0,2,1.0,1.0
34537475,143.0,1,1,1.0,1,1.0,1.0
34650780,34.7142857143,1,7,1.0,7,0.52189460891,0.399740808553
34701616,107.111111111,1,9,1.11111111111,9,0.646757825756,0.469667791195
34706258,57.8888888889,1,9,1.33333333333,9,0.723565504248,0.530543297922
34727841,43.1666666667,1,6,1.66666666667,6,0.338177441733,0.288887179086
34747155,439.0,1,2,1.0,2,0.887550074554,0.852548942897
34788729,264.285714286,1,7,1.57142857143,7,0.765031146502,0.674087807435
34859044,101.666666667,1,3,1.0,3,0.368709919601,0.232383243685
34915826,71.3333333333,1,12,1.16666666667,12,0.566618117231,0.362040095688
34928865,79.0,1,6,1.0,6,0.684918849008,0.570547355085
34942809,60.3846153846,1,13,1.0,13,0.772375102303,0.485319295233
35061798,248.0,1,1,1.0,1,1.0,1.0
35103310,40.0,1,1,1.0,1,0.0,0.0
35118307,278.0,1,1,1.0,1,1.0,1.0
35127109,96.0,1,1,1.0,1,0.44543170718,0.353553390593
35242242,75.8,1,5,1.0,5,0.550913553238,0.293157773073
35308542,252.0,1,1,1.0,1,0.426301263834,0.408248290464
35320759,39.0,1,4,1.0,4,0.71689824461,0.372136625562
35394287,24.3405797101,1,138,1.00724637681,138,0.533476551199,0.319744800354
35407670,18.8636363636,1,22,1.0,22,0.469699199407,0.239508725677
35443078,47.2,1,5,1.2,5,0.276082308289,0.2345937584
35473724,48.75,1,4,1.0,4,0.0977640348903,0.0625
35496876,70.7222222222,1,72,1.5,72,0.398426350697,0.270318544529
35607359,27.6428571429,1,14,1.28571428571,14,0.700032611779,0.553025827907
35730547,121.75,1,4,1.25,4,0.743066963245,0.684359216769
35739727,205.0,1,1,4.0,1,0.28975136111,0.316227766017
35751448,34.9090909091,1,11,1.72727272727,11,0.441603835013,0.367951893706
35774053,31.0,1,3,1.0,3,0.546391857539,0.354751803138
35849301,95.4736842105,1,19,1.10526315789,19,0.719876344906,0.485062412594
35868781,109.8,1,5,1.0,5,0.709148289631,0.445663581243
35936381,10.5,1,2,1.0,2,0.43071500715,0.25
36100207,76.6666666667,1,3,1.0,3,0.412352924678,0.269613366304
36120362,209.0,1,1,1.0,1,0.0,0.0
36155226,17.3333333333,1,3,1.0,3,0.0,0.0
36159158,31.0,1,1,1.0,1,0.855118093691,0.711512473538
36218728,41.5,1,2,1.0,2,0.418788817915,0.158505686252
36240629,60.6666666667,1,6,1.0,6,0.648990693894,0.472473711189
36261795,35.4074074074,1,27,1.25925925926,27,0.697530145345,0.50117948948
36267735,27.4,1,5,1.0,5,0.660776723832,0.402831790622
36304401,91.6875,1,16,1.1875,16,0.375540813271,0.236998211434
36313199,35.5384615385,1,78,1.52564102564,78,0.694958617336,0.504369948239
36340274,315.140186916,1,107,1.0,107,0.431279685577,0.301302903878
36350388,118.588235294,1,17,1.23529411765,17,0.711826918363,0.547554237278
36405459,54.1428571429,1,7,1.0,7,0.737103373158,0.501614413366
36430872,30.6,1,5,1.0,5,0.567050902885,0.45940638053
36448777,38.6,1,30,1.0,30,0.746589561103,0.556346451736
36468960,52.3157894737,1,19,1.10526315789,19,0.725927271716,0.442838093119
36489962,52.2464788732,1,142,1.0,142,0.657767694662,0.436245780587
36500598,51.0,1,3,1.0,3,0.747673560437,0.432589280548
36501503,46.9811320755,1,53,1.39622641509,53,0.647923784731,0.495632239958
36517633,40.0,1,2,1.0,2,0.0419069971328,0.0385758374905
36518946,49.6666666667,1,3,1.0,3,0.47570233416,0.365587320199
36530035,66.4444444444,1,18,1.33333333333,18,0.578513110431,0.428324233995
36559976,62.0,1,2,1.0,2,0.539256730715,0.517434399762
36568312,62.0,1,4,1.0,4,0.797510376435,0.731704519412
36600154,135.666666667,1,3,1.0,3,0.887794510581,0.868116097138
36616997,56.0,1,1,1.0,1,1.0,1.0
36678859,87.5,1,2,1.0,2,0.765718444918,0.25
36686636,204.75,1,4,1.0,4,0.559949926979,0.410723598277
36781223,57.0,1,5,1.0,5,0.580207399796,0.453259321179
36781511,42.0,1,4,1.5,4,0.290430972451,0.122426293463
36795545,50.2666666667,1,15,1.2,15,0.450393517836,0.283209916223
36812057,78.6666666667,1,6,1.66666666667,6,0.277099864136,0.250863018837
36826029,80.8914728682,1,129,1.11627906977,129,0.65415683177,0.454703726517
36837746,108.666666667,1,3,1.0,3,0.170538221159,0.111111111111
36851940,65.1265060241,1,166,1.04819277108,166,0.587116780165,0.371000069511
36871506,214.333333333,1,6,1.0,6,0.207997507737,0.111111111111
36909846,66.0,1,1,2.0,1,0.0246913901021,0.0395284707521
36913780,137.333333333,1,3,1.33333333333,3,0.688024439919,0.526700605261
37011810,339.0,1,1,1.0,1,0.757826014256,0.711512473538
37012492,137.567567568,1,37,1.13513513514,37,0.655005609161,0.445338682543
37053183,66.0,1,7,1.71428571429,7,0.761086514938,0.669752617813
37060395,27.5178571429,1,56,1.07142857143,56,0.679169257444,0.521642028409
37079883,19.8409090909,1,44,1.47727272727,44,0.682612335754,0.506771296431
37094049,11.0,1,1,1.0,1,0.876944250082,0.711512473538
37094596,127.0,1,21,1.09523809524,21,0.412525507947,0.227777099942
37098004,116.736842105,1,19,1.42105263158,19,0.414911321594,0.263901706885
37108400,76.5625,1,16,1.0,16,0.714664956195,0.471653951543
37121659,63.4,1,5,1.0,5,0.342017383513,0.230155115036
37145875,184.5,1,2,1.0,2,0.751343424509,0.711512473538
37206449,70.0,1,5,1.2,5,0.318271927587,0.210034680715
37249532,102.6,1,10,1.1,10,0.194062653496,0.146019923563
37258901,37.6666666667,1,3,1.0,3,0.25553206164,0.111111111111
37264533,65.0,1,1,1.0,1,0.0,0.0
37336603,67.6,1,5,1.0,5,0.433796452195,0.339830537717
37378324,84.4,1,5,1.0,5,0.692808482237,0.517093520016
37388839,69.5,1,2,2.5,2,0.535982207237,0.449827540659
37444739,22.0,1,8,1.125,8,0.716460646498,0.473956665893
37455907,300.0,1,1,1.0,1,1.0,1.0
37480948,60.3833333333,1,60,1.23333333333,60,0.446475490453,0.282841993653
37488421,59.2857142857,1,7,1.14285714286,7,0.640109612764,0.451145661745
37496830,74.0,1,1,1.0,1,1.0,1.0
37501225,88.0,1,2,1.0,2,0.142194737328,0.0883883476483
37559426,23.9038461538,1,52,1.30769230769,52,0.553385753767,0.371656699584
37574526,32.5833333333,1,12,1.08333333333,12,0.41010272389,0.228549138542
37604123,54.7142857143,1,7,1.71428571429,7,0.659545964552,0.465100733764
37604477,23.4,1,5,1.2,5,0.043103310585,0.0826087514552
37654450,42.5,1,8,1.0,8,0.511258359721,0.402671786647
37657237,49.0,1,1,1.0,1,0.577759532332,0.612167554133
37678342,67.0625,1,32,1.65625,32,0.504967037612,0.353788307887
37710009,48.8333333333,1,6,1.0,6,0.839066428264,0.644473759905
37740195,103.666666667,1,6,1.0,6,0.47196977975,0.351962822506
37758476,47.0,1,3,1.0,3,0.351087745606,0.229970844338
37766446,81.796875,1,64,1.65625,64,0.67905275656,0.523517865003
37779726,61.75,1,4,1.0,4,0.55917402989,0.160041260736
37781749,57.25,1,4,1.5,4,0.442576324043,0.174429822287
37786853,94.5454545455,1,11,1.36363636364,11,0.221406006253,0.212029329573
37796006,90.0,1,1,1.0,1,0.511469779937,0.624264068712
37832891,48.6,1,5,1.0,5,0.698157749019,0.486217985727
37862400,119.490196078,1,51,1.0,51,0.549579633319,0.358747938411
37910219,162.0,1,3,2.0,3,0.37863057919,0.291334303002
37968301,96.6666666667,1,6,2.16666666667,6,0.573018431221,0.445608025928
37986344,39.75,1,4,1.0,4,0.0334880482417,0.0497184455522
38099600,172.75,1,4,1.0,4,0.563909478883,0.371333192429
38119237,28.5,1,6,1.33333333333,6,0.532519383027,0.439674996878
38131046,179.777777778,1,9,1.0,9,0.462831838082,0.142294460807
38137559,312.4,1,5,1.2,5,0.612295298808,0.329438845018
